"","Estado","Municipio","Colonia","id"
"1906","PUEBLA","HUEJOTZINGO","LAS TAPIAS","PU.HU.HS"
"1907","PUEBLA","HUEJOTZINGO","SAN DAMIAN","PU.HU.SG"
"1908","PUEBLA","JUAN C. BONILLA","SANTA MARIA","PU.JU.SA"
"1909","PUEBLA","HUEJOTZINGO","VALLE DE SAN MIGUEL","PU.HU.VE"
"1910","PUEBLA","HUEJOTZINGO","SEGUNDO","PU.HU.SU"
"1911","PUEBLA","HUEJOTZINGO","SANTA BARBARA","PU.HU.SH"
"1912","PUEBLA","HUEJOTZINGO","PANCOAC","PU.HU.PN"
"1913","PUEBLA","CALPAN","REAL CALPAN","PU.CA.RR"
"1914","PUEBLA","CALPAN","NUEVO","PU.CA.NN"
"1915","PUEBLA","CALPAN","EL PALMAR","PU.CA.EP"
"1916","PUEBLA","HUEJOTZINGO","SAN ANTONIO","PU.HU.SK"
"1917","PUEBLA","HUEJOTZINGO","LA POSTA","PU.HU.DP"
"1918","PUEBLA","HUEJOTZINGO","NUEVA SAN MIGUEL","PU.HU.NV"
"1919","PUEBLA","HUEJOTZINGO","TEYUCA","PU.HU.TQ"
"1920","PUEBLA","HUEJOTZINGO","SANTA CRUZ","PU.HU.SZ"
"1921","PUEBLA","HUEJOTZINGO","LA JOYA","PU.HU.BJ"
"1922","PUEBLA","CALPAN","LA OCOTERA SECA","PU.CA.LO"
"1923","PUEBLA","JUAN C. BONILLA","JARDINES DEL ALBA II","PU.JU.JA"
"1924","PUEBLA","JUAN C. BONILLA","JARDINES DEL ALBA","PU.JU.JR"
"1925","PUEBLA","JUAN C. BONILLA","EL CAPULIN","PU.JU.EC"
"1926","PUEBLA","HUEJOTZINGO","PASEO DEL CONVENTO","PU.HU.PV"
"1927","PUEBLA","JUAN C. BONILLA","GUADALUPE","PU.JU.GG"
"1928","PUEBLA","JUAN C. BONILLA","DOLORES","PU.JU.DD"
"1929","PUEBLA","JUAN C. BONILLA","ARBOLEDAS DEL CAPULIN","PU.JU.AR"
"1930","PUEBLA","JUAN C. BONILLA","CALABRIA","PU.JU.CC"
"1931","PUEBLA","JUAN C. BONILLA","LAS MORAS","PU.JU.LS"
"1932","PUEBLA","JUAN C. BONILLA","SANTA MARIA ZACATEPEC","PU.JU.SR"
"1933","PUEBLA","CHIAUTZINGO","SAN JUAN TETLA","PU.CH.SK"
"1934","PUEBLA","JUAN C. BONILLA","VIÑEDOS","PU.JU.VV"
"1935","PUEBLA","JUAN C. BONILLA","RINCON DE SAN MATEO","PU.JU.RR"
"1936","PUEBLA","SAN NICOLAS DE LOS RANCHOS","SANTIAGO XALITZINTLA","PU.SA.BT"
"1937","PUEBLA","SAN MIGUEL XOXTLA","JOALI","PU.SA.JI"
"1938","PUEBLA","JUAN C. BONILLA","JOSE ANGELES","PU.JU.JO"
"1939","PUEBLA","JUAN C. BONILLA","CABAÑAS","PU.JU.CA"
"1940","PUEBLA","JUAN C. BONILLA","SAN LUCAS NEXTETELCO","PU.JU.SL"
"1941","PUEBLA","JUAN C. BONILLA","GARZAS RESIDENCIAL 2a SECC","PU.JU.GA"
"1942","PUEBLA","JUAN C. BONILLA","GARZAS RESIDENCIAL","PU.JU.GR"
"1943","PUEBLA","JUAN C. BONILLA","TOSCANA II","PU.JU.TO"
"1944","PUEBLA","JUAN C. BONILLA","FUENTES DE CUANALA","PU.JU.FF"
"1945","PUEBLA","JUAN C. BONILLA","SAN ANTONIO","PU.JU.SN"
"1946","PUEBLA","JUAN C. BONILLA","SAN ISIDRO","PU.JU.SI"
"1947","PUEBLA","SAN NICOLAS DE LOS RANCHOS","TLAXALA","PU.SA.TX"
"1948","PUEBLA","SAN MIGUEL XOXTLA","EL CARMEN","PU.SA.EH"
"1949","PUEBLA","PUEBLA","LOS VIVEROS","PU.PU.LL"
"1950","PUEBLA","PUEBLA","SANTA CRUZ BUENA VISTA","PU.PU.SC"
"1951","PUEBLA","PUEBLA","VILLAS INGLESAS","PU.PU.VV"
"1952","PUEBLA","PUEBLA","RESIDENCIAL BOSQUES DE ZAVALETA","PU.PU.RR"
"1953","PUEBLA","PUEBLA","ZAVALETA","PU.PU.ZZ"
"1954","PUEBLA","PUEBLA","PRIVADO SAN JOSE DEL PUENTE","PU.PU.PP"
"1955","PUEBLA","PUEBLA","LA LOMA","PU.PU.LO"
"1956","PUEBLA","PUEBLA","MORELOS","PU.PU.MM"
"1957","PUEBLA","PUEBLA","SANTA CRUZ GUADALUPE","PU.PU.SR"
"1958","PUEBLA","PUEBLA","ATLAS","PU.PU.AA"
"1959","PUEBLA","PUEBLA","SAN CARLOS","PU.PU.SA"
"1960","PUEBLA","PUEBLA","VILLA MADERO","PU.PU.VI"
"1961","PUEBLA","PUEBLA","LAS ALAMEDAS (CONJUNTO ALAMOS)","PU.PU.LS"
"1962","PUEBLA","PUEBLA","LAS ALAMEDAS (CONJUNTO FRESNO)","PU.PU.LA"
"1963","PUEBLA","PUEBLA","LOS LAURELES","PU.PU.LU"
"1964","PUEBLA","PUEBLA","SAN JOSE","PU.PU.SJ"
"1965","PUEBLA","PUEBLA","FUNDADORES DE ZAVALETA","PU.PU.FF"
"1966","PUEBLA","PUEBLA","FAROL","PU.PU.FA"
"1967","PUEBLA","PUEBLA","FORTIN DE ZAVALETA","PU.PU.FO"
"1968","PUEBLA","PUEBLA","PUERTA DE HIERRO","PU.PU.PU"
"1969","PUEBLA","PUEBLA","TORRES CIPRES","PU.PU.TT"
"1970","PUEBLA","PUEBLA","PRIVANZA","PU.PU.PR"
"1971","PUEBLA","PUEBLA","FRANCISCO I MADERO","PU.PU.FR"
"1972","PUEBLA","PUEBLA","PASEO ZAVALETA","PU.PU.PA"
"1973","PUEBLA","PUEBLA","RINCONADA DE SANTA CRUZ","PU.PU.RI"
"1974","PUEBLA","PUEBLA","INDEPENDENCIA","PU.PU.II"
"1975","PUEBLA","PUEBLA","SAN JOSE  DEL PUENTE","PU.PU.SO"
"1976","PUEBLA","PUEBLA","DE LA CRUZ","PU.PU.DD"
"1977","PUEBLA","PUEBLA","CIPRESES DE ZAVALETA","PU.PU.CC"
"1978","PUEBLA","PUEBLA","JARDINES DE ZAVALETA","PU.PU.JJ"
"1979","PUEBLA","PUEBLA","SANTA CRUZ GUADALUPE PONIENTE","PU.PU.SU"
"1980","PUEBLA","PUEBLA","VIVEROS","PU.PU.VE"
"1981","PUEBLA","PUEBLA","VIVEROS SANTA CRUZ","PU.PU.VR"
"1982","PUEBLA","PUEBLA","VILLAS DEL MESON II","PU.PU.VL"
"1983","PUEBLA","PUEBLA","SAN RAFAEL ORIENTE","PU.PU.SF"
"1984","PUEBLA","PUEBLA","FRANCISCO VILLA","PU.PU.FN"
"1985","PUEBLA","PUEBLA","JOSE MARIA PINO SUAREZ","PU.PU.JO"
"1986","PUEBLA","PUEBLA","EL RIEGO SUR","PU.PU.ER"
"1987","PUEBLA","PUEBLA","SAN JERONIMO","PU.PU.SE"
"1988","PUEBLA","PUEBLA","SAN FELIPE HUEYOTLIPAN","PU.PU.SL"
"1989","PUEBLA","PUEBLA","LA AHOGADA","PU.PU.LH"
"1990","PUEBLA","PUEBLA","GUADALUPE","PU.PU.GG"
"1991","PUEBLA","PUEBLA","LOS OLIVOS","PU.PU.LI"
"1992","PUEBLA","PUEBLA","INDEPENDENCIA CALERAS","PU.PU.IN"
"1993","PUEBLA","PUEBLA","GUADALUPE CALERAS","PU.PU.GU"
"1994","PUEBLA","PUEBLA","FABRICA COVADONGA","PU.PU.FB"
"1995","PUEBLA","PUEBLA","TERRENO DE CULTIVO","PU.PU.TE"
"1996","PUEBLA","PUEBLA","VILLAS DEL MESON","PU.PU.VA"
"1997","PUEBLA","PUEBLA","SAN JOSE CUATRO CAMINOS","PU.PU.SS"
"1998","PUEBLA","PUEBLA","PLAN DE AYALA","PU.PU.PL"
"1999","PUEBLA","PUEBLA","FABRICA CIVA G","PU.PU.FI"
"2000","PUEBLA","PUEBLA","COVADONGA","PU.PU.CO"
"2001","PUEBLA","PUEBLA","OBREROS INDEPENDIENTES NORTE","PU.PU.OO"
"2002","PUEBLA","PUEBLA","ARCOIRIS","PU.PU.AR"
"2003","PUEBLA","PUEBLA","MORATILLA","PU.PU.MO"
"2004","PUEBLA","PUEBLA","TLANESSE","PU.PU.TL"
"2005","PUEBLA","CUAUTLANCINGO","VILLAS DEL ALTO","PU.CU.VI"
"2006","PUEBLA","PUEBLA","FUENTES DE MORATILLA","PU.PU.FU"
"2007","PUEBLA","PUEBLA","MOLINOS DE SANTO DOMINGO","PU.PU.ML"
"2008","PUEBLA","PUEBLA","CAMPESTRE DEL BOSQUE","PU.PU.CA"
"2009","PUEBLA","PUEBLA","MIGUEL E ABED","PU.PU.MI"
"2010","PUEBLA","PUEBLA","ALBERTO DE LA FUENTE","PU.PU.AL"
"2011","PUEBLA","PUEBLA","LUZ OBRERA","PU.PU.LZ"
"2012","PUEBLA","PUEBLA","JOSE ABASCAL","PU.PU.JS"
"2013","PUEBLA","PUEBLA","RINCON DE LOS OLIVOS","PU.PU.RN"
"2014","PUEBLA","PUEBLA","RESIDENCIAL ARBOLES DEL PARAISO","PU.PU.RE"
"2015","PUEBLA","PUEBLA","SANTA CECILIA","PU.PU.SI"
"2016","PUEBLA","PUEBLA","ALAMEDAS 2 (CONJUNTO ENCINO)","PU.PU.AM"
"2017","PUEBLA","PUEBLA","LOS ALAMOS","PU.PU.LM"
"2018","PUEBLA","PUEBLA","LOS CIPRESES","PU.PU.LC"
"2019","PUEBLA","PUEBLA","JACARANDA","PU.PU.JA"
"2020","PUEBLA","PUEBLA","FABRICA LA CONSTANCIA","PU.PU.FC"
"2021","PUEBLA","PUEBLA","SAN JOSE DE LAS FLORES","PU.PU.SD"
"2022","PUEBLA","PUEBLA","PARAISO DEL ANGEL CALERAS","PU.PU.PI"
"2023","PUEBLA","PUEBLA","RINCON DE MORATILLA","PU.PU.RC"
"2024","PUEBLA","PUEBLA","TEPETZINTLA","PU.PU.TP"
"2025","PUEBLA","PUEBLA","OBREROS INDEPENDIENTES SUR","PU.PU.OB"
"2026","PUEBLA","PUEBLA","VILLA POSADAS","PU.PU.VP"
"2027","PUEBLA","PUEBLA","SAN RAFAEL PONIENTE","PU.PU.SP"
"2028","PUEBLA","PUEBLA","CLUB DE GOLF LAS FUENTES 1a SECCION","PU.PU.CL"
"2029","PUEBLA","PUEBLA","PATRIOTISMO","PU.PU.PT"
"2030","PUEBLA","PUEBLA","CLUB DE GOLF LAS FUENTES 2a SECCION","PU.PU.CU"
"2031","PUEBLA","CUAUTLANCINGO","LOS PINOS","PU.CU.LO"
"2032","PUEBLA","CUAUTLANCINGO","VILLAS LAS FLORES","PU.CU.VL"
"2033","PUEBLA","CUAUTLANCINGO","VILLAS LA TRINIDAD","PU.CU.VA"
"2034","PUEBLA","CUAUTLANCINGO","VILLAS PALERMO","PU.CU.VS"
"2035","PUEBLA","CUAUTLANCINGO","SAN MIGUEL CUENTLA","PU.CU.SM"
"2036","PUEBLA","CUAUTLANCINGO","VIVEROS DE SANCTORUM","PU.CU.VE"
"2037","PUEBLA","CUAUTLANCINGO","ALAMOS","PU.CU.AM"
"2038","PUEBLA","CUAUTLANCINGO","SANCTORUM","PU.CU.SC"
"2039","PUEBLA","CUAUTLANCINGO","NUEVA ALEMANIA","PU.CU.NN"
"2040","PUEBLA","CUAUTLANCINGO","FINSA","PU.CU.FF"
"2041","PUEBLA","PUEBLA","ATZCAPOZALCO","PU.PU.AT"
"2042","PUEBLA","CUAUTLANCINGO","OBRERA","PU.CU.OO"
"2043","PUEBLA","PUEBLA","GETZEMANI - EL NOPALITO","PU.PU.GE"
"2044","PUEBLA","CUAUTLANCINGO","SAN LORENZO ALMECATLA","PU.CU.SL"
"2045","PUEBLA","CUAUTLANCINGO","SAN MIGUEL APETLACHICA","PU.CU.SI"
"2046","PUEBLA","CUAUTLANCINGO","EL PINAL","PU.CU.EI"
"2047","PUEBLA","CUAUTLANCINGO","VILLAS SAN CARLOS","PU.CU.VN"
"2048","PUEBLA","CUAUTLANCINGO","LOS SAUCES","PU.CU.LS"
"2049","PUEBLA","CUAUTLANCINGO","LA TRINIDAD SANCTORUM","PU.CU.LR"
"2050","PUEBLA","CUAUTLANCINGO","VILLAS LOS FRESNOS","PU.CU.VO"
"2051","PUEBLA","CUAUTLANCINGO","XALTIPAN","PU.CU.XL"
"2052","PUEBLA","CUAUTLANCINGO","EMILIANO ZAPATA","PU.CU.EE"
"2053","PUEBLA","CUAUTLANCINGO","LAZARO CARDENAS","PU.CU.LZ"
"2054","PUEBLA","CUAUTLANCINGO","LOMAS DE SAN JUAN","PU.CU.LM"
"2055","PUEBLA","CUAUTLANCINGO","VILLAS ZAVALETA II","PU.CU.VZ"
"2056","PUEBLA","PUEBLA","HACIENDA SAN JUAN","PU.PU.HH"
"2057","PUEBLA","CUAUTLANCINGO","BELLO HORIZONTE","PU.CU.BE"
"2058","PUEBLA","PUEBLA","GUADALUPE EL ORO","PU.PU.GA"
"2059","PUEBLA","PUEBLA","5 DE MAYO","PU.PU.5D"
"2060","PUEBLA","PUEBLA","LOS ANGELES BARRANCA HONDA","PU.PU.LN"
"2061","PUEBLA","PUEBLA","SAN CRISTOBAL TULCINGO","PU.PU.ST"
"2062","PUEBLA","PUEBLA","EL GIRASOL - SAN JUAN TULCINGO","PU.PU.EG"
"2063","PUEBLA","PUEBLA","HACIENDA LOS OLIVOS","PU.PU.HA"
"2064","PUEBLA","CUAUTLANCINGO","VIVAH II","PU.CU.VH"
"2065","PUEBLA","CUAUTLANCINGO","OLIN","PU.CU.OL"
"2066","PUEBLA","CUAUTLANCINGO","LOS CIRUELOS","PU.CU.LI"
"2067","PUEBLA","CUAUTLANCINGO","RESIDENCIAL HACIENDA ZAVALETA","PU.CU.RR"
"2068","PUEBLA","CUAUTLANCINGO","VILLAS SANTIAGO","PU.CU.VT"
"2069","PUEBLA","CUAUTLANCINGO","LIQUIDAMBAR","PU.CU.LQ"
"2070","PUEBLA","CUAUTLANCINGO","XALATLA","PU.CU.XT"
"2071","PUEBLA","CUAUTLANCINGO","LA JOYA","PU.CU.LJ"
"2072","PUEBLA","CUAUTLANCINGO","LA CIENEGA","PU.CU.LE"
"2073","PUEBLA","CUAUTLANCINGO","EL HOGAR DEL ENSUEÑO","PU.CU.EH"
"2074","PUEBLA","CUAUTLANCINGO","VILLAS DE SANTIAGO I","PU.CU.VD"
"2075","PUEBLA","CUAUTLANCINGO","VILLA LOS TULES","PU.CU.VU"
"2076","PUEBLA","CUAUTLANCINGO","XEL-HUA I Y REAL HABITAT","PU.CU.XE"
"2077","PUEBLA","CUAUTLANCINGO","VILLAS DEL RINCON","PU.CU.VR"
"2078","PUEBLA","CUAUTLANCINGO","NUEVO HUMBOLDT","PU.CU.NU"
"2079","PUEBLA","CUAUTLANCINGO","MONARCA","PU.CU.MO"
"2080","PUEBLA","CUAUTLANCINGO","SAN JUAN","PU.CU.SJ"
"2081","PUEBLA","CUAUTLANCINGO","JUAREZ","PU.CU.JJ"
"2082","PUEBLA","CUAUTLANCINGO","PUESTA DE SOL","PU.CU.PU"
"2083","PUEBLA","CUAUTLANCINGO","EL ALTO","PU.CU.EL"
"2084","PUEBLA","CUAUTLANCINGO","12 DE MAYO","PU.CU.1D"
"2085","PUEBLA","PUEBLA","VILLAS EL ENCINO","PU.PU.VS"
"2086","PUEBLA","CUAUTLANCINGO","VILLAS CUAUTLANCINGO","PU.CU.VC"
"2087","PUEBLA","CUAUTLANCINGO","SAN JUAN CUAUTLANCINGO","PU.CU.SU"
"2088","PUEBLA","CUAUTLANCINGO","CORTIJO SAN JOAQUIN","PU.CU.CR"
"2089","PUEBLA","CUAUTLANCINGO","SAN DIEGO LOS SAUCES MOD C I","PU.CU.SD"
"2090","PUEBLA","PUEBLA","SANTO DOMINGO","PU.PU.SM"
"2091","PUEBLA","PUEBLA","IGNACIO ROMERO VARGAS","PU.PU.IG"
"2092","PUEBLA","PUEBLA","REFORMA","PU.PU.RF"
"2093","PUEBLA","PUEBLA","REFORMA SUR","PU.PU.RO"
"2094","PUEBLA","PUEBLA","SAN JOSE DEL PUENTE","PU.PU.SN"
"2095","PUEBLA","PUEBLA","RESIDENCIAL CAMPESTRE EL PARAISO","PU.PU.RS"
"2096","PUEBLA","PUEBLA","EL REFUGIO ZAVALETA","PU.PU.EE"
"2097","PUEBLA","PUEBLA","EL NAVARIEGO","PU.PU.EN"
"2098","PUEBLA","PUEBLA","RINCON DE SAN JOSE DEL PUENTE","PU.PU.RD"
"2099","PUEBLA","PUEBLA","VILLAS DEL REY","PU.PU.VD"
"2100","PUEBLA","CUAUTLANCINGO","SAN DIEGO LOS SAUCES MOD C II","PU.CU.SE"
"2101","PUEBLA","CUAUTLANCINGO","CEMANTI","PU.CU.CM"
"2102","PUEBLA","CUAUTLANCINGO","MORIYOXTLA ZAVALETA","PU.CU.MR"
"2103","PUEBLA","CUAUTLANCINGO","ARCANGEL","PU.CU.AR"
"2104","PUEBLA","CUAUTLANCINGO","REAL DEL CAMINO","PU.CU.RE"
"2105","PUEBLA","CUAUTLANCINGO","HORIZONTAL","PU.CU.HO"
"2106","PUEBLA","CUAUTLANCINGO","OLMEDILLA","PU.CU.OM"
"2107","PUEBLA","CUAUTLANCINGO","SAN CRISTOBAL TULCINGO","PU.CU.SR"
"2108","PUEBLA","CUAUTLANCINGO","LAYA","PU.CU.LY"
"2109","PUEBLA","CUAUTLANCINGO","EL ARBOL","PU.CU.EB"
"2110","PUEBLA","CUAUTLANCINGO","VILLAS DE MORILLOTLA","PU.CU.VM"
"2111","PUEBLA","CUAUTLANCINGO","VILLAS CAPRI","PU.CU.VP"
"2112","PUEBLA","CUAUTLANCINGO","ANTURIOS","PU.CU.AN"
"2113","PUEBLA","CUAUTLANCINGO","VIVAH","PU.CU.VB"
"2114","PUEBLA","CUAUTLANCINGO","VILLAS QUETZALCOATL","PU.CU.VQ"
"2115","PUEBLA","CUAUTLANCINGO","VILLAS ZAVALETA","PU.CU.VF"
"2116","PUEBLA","CUAUTLANCINGO","VIVAH I","PU.CU.VG"
"2117","PUEBLA","CUAUTLANCINGO","LA FUENTE","PU.CU.LF"
"2118","PUEBLA","CUAUTLANCINGO","DIAMANTE","PU.CU.DD"
"2119","PUEBLA","CUAUTLANCINGO","EL PALACIO DE BELLO HORIZONTE","PU.CU.EC"
"2120","PUEBLA","CUAUTLANCINGO","CAMPESTRE SANTA ROSA","PU.CU.CS"
"2121","PUEBLA","CUAUTLANCINGO","EL ENSUEÑO","PU.CU.EN"
"2122","PUEBLA","CUAUTLANCINGO","MARYSA","PU.CU.MA"
"2123","PUEBLA","CUAUTLANCINGO","XOCHITL","PU.CU.XO"
"2124","PUEBLA","CUAUTLANCINGO","MONTE LIBANO","PU.CU.MN"
"2125","PUEBLA","CUAUTLANCINGO","VILLAS PUNTA AGAVES","PU.CU.VJ"
"2126","PUEBLA","CUAUTLANCINGO","FRAMBOYANES","PU.CU.FR"
"2127","PUEBLA","CUAUTLANCINGO","HDA DE LOS FRESNOS","PU.CU.HD"
"2128","PUEBLA","CUAUTLANCINGO","SANTA ROSA","PU.CU.SO"
"2129","PUEBLA","CUAUTLANCINGO","PUNTA REAL RDCIAL","PU.CU.PN"
"2130","PUEBLA","CUAUTLANCINGO","CALTIARE","PU.CU.CT"
"2131","PUEBLA","CUAUTLANCINGO","LA CUMBRE 2a SECC","PU.CU.LU"
"2132","PUEBLA","CUAUTLANCINGO","PARQUE LOS AGAVES","PU.CU.PA"
"2133","PUEBLA","PUEBLA","LAGOS LA GLORIA","PU.PU.LG"
"2134","PUEBLA","CUAUTLANCINGO","AVE DEL PARAISO","PU.CU.AV"
"2135","PUEBLA","CUAUTLANCINGO","LA CUMBRE","PU.CU.LB"
"2136","PUEBLA","CUAUTLANCINGO","HACIENDA SAN RAFAEL","PU.CU.HA"
"2137","PUEBLA","CUAUTLANCINGO","PASEO DE CAMELINAS","PU.CU.PS"
"2138","PUEBLA","CUAUTLANCINGO","HDA JUAN CARLOS","PU.CU.HJ"
"2139","PUEBLA","CUAUTLANCINGO","SANTA ROSA 4","PU.CU.SB"
"2140","PUEBLA","CUAUTLANCINGO","BOSQUE SANCTORUM","PU.CU.BO"
"2141","PUEBLA","CUAUTLANCINGO","HDA SANTA TERESA","PU.CU.HS"
"2142","PUEBLA","CUAUTLANCINGO","SAN AGUSTIN V","PU.CU.SG"
"2143","PUEBLA","CUAUTLANCINGO","URANGA","PU.CU.UU"
"2144","PUEBLA","PUEBLA","DAMIZAR","PU.PU.DA"
"2145","PUEBLA","PUEBLA","LA LIBERTAD","PU.PU.LB"
"2146","PUEBLA","PUEBLA","LAZARO CARDENAS","PU.PU.LR"
"2147","PUEBLA","PUEBLA","SAN JOSE CITLALTEPETL","PU.PU.SB"
"2148","PUEBLA","CUAUTLANCINGO","MACOPILLI","PU.CU.MC"
"2149","PUEBLA","PUEBLA","HERMENEGILDO J ALDANA","PU.PU.HE"
"2150","PUEBLA","PUEBLA","VILLAS CRUZ DEL SUR","PU.PU.VC"
"2151","PUEBLA","PUEBLA","VILLA OLIMPICA","PU.PU.VO"
"2152","PUEBLA","PUEBLA","SAN JOSE GUADALUPE","PU.PU.SG"
"2153","PUEBLA","PUEBLA","COLINAS DEL BOSQUE","PU.PU.CI"
"2154","PUEBLA","CUAUTLANCINGO","ARBOLEDAS DE SAN AGUSTIN","PU.CU.AB"
"2155","PUEBLA","CUAUTLANCINGO","QUINTA ARBORETTO","PU.CU.QU"
"2156","PUEBLA","PUEBLA","LOMA DE ZAVALETA","PU.PU.LD"
"2157","PUEBLA","CUAUTLANCINGO","ROTHENBURG RDCIAL","PU.CU.RO"
"2158","PUEBLA","CUAUTLANCINGO","SANTA CRUZ","PU.CU.SZ"
"2159","PUEBLA","PUEBLA","LA ANTIGUA CEMENTERA","PU.PU.LT"
"2160","PUEBLA","PUEBLA","PLAZUELA SAN JOSE","PU.PU.PZ"
"2161","PUEBLA","CUAUTLANCINGO","FUENTES DEL MOLINO","PU.CU.FU"
"2162","PUEBLA","CUAUTLANCINGO","VILLAS SAN JACINTO","PU.CU.VK"
"2163","PUEBLA","CUAUTLANCINGO","MISIONES DE SAN FRANCISCO (LA CUCHILLA)","PU.CU.MI"
"2164","PUEBLA","CUAUTLANCINGO","SAN AGUSTIN VI","PU.CU.SN"
"2165","PUEBLA","CUAUTLANCINGO","PATRIA NUEVA","PU.CU.PT"
"2166","PUEBLA","PUEBLA","VILLAS LOS CIPRESES","PU.PU.VB"
"2167","PUEBLA","CUAUTLANCINGO","PUNTA MORENO II","PU.CU.PM"
"2168","PUEBLA","CUAUTLANCINGO","SONATA RDCIAL","PU.CU.SH"
"2169","PUEBLA","CUAUTLANCINGO","RESIDENCIAL MANZANAREZ 32","PU.CU.RS"
"2170","PUEBLA","CUAUTLANCINGO","ARCOS DE SANTA CRUZ","PU.CU.AC"
"2171","PUEBLA","CUAUTLANCINGO","SAVANNAH","PU.CU.SV"
"2172","PUEBLA","CUAUTLANCINGO","FUENTES DEL MOLINO SECC ARBOLEDAS","PU.CU.FE"
"2173","PUEBLA","CUAUTLANCINGO","CRUZ DEL SUR","PU.CU.CZ"
"2174","PUEBLA","CUAUTLANCINGO","PUNTA MORENO","PU.CU.PR"
"2175","PUEBLA","PUEBLA","RINCON REAL","PU.PU.RA"
"2176","PUEBLA","CUAUTLANCINGO","BOSQUES DE LA CONSTANZA","PU.CU.BS"
"2177","PUEBLA","CUAUTLANCINGO","GUADALUPE","PU.CU.GU"
"2178","PUEBLA","CUAUTLANCINGO","15 DE SEPTIEMBRE","PU.CU.1E"
"2179","PUEBLA","CUAUTLANCINGO","SAN LORENZO","PU.CU.SK"
"2180","PUEBLA","CUAUTLANCINGO","REAL DEL BOSQUE I","PU.CU.RA"
"2181","PUEBLA","CUAUTLANCINGO","AQUA","PU.CU.AQ"
"2182","PUEBLA","CUAUTLANCINGO","REAL DEL BOSQUE II","PU.CU.RL"
"2183","PUEBLA","PUEBLA","QUARTIER SAN MARINO","PU.PU.QQ"
"2184","PUEBLA","PUEBLA","LA LOMA ZAVALETA O COL LOMAS DE ZAVALETA","PU.PU.LV"
"2185","PUEBLA","PUEBLA","VILLAS DEL CRISTO","PU.PU.VT"
"2186","PUEBLA","PUEBLA","SAN ILDEFONSO","PU.PU.SH"
"2187","PUEBLA","PUEBLA","REAL ZAVALETA","PU.PU.RL"
"2188","PUEBLA","PUEBLA","BELLAS ARTES","PU.PU.BB"
"2189","PUEBLA","PUEBLA","REAL DE FLORENCIA","PU.PU.RB"
"2190","PUEBLA","PUEBLA","LOS ARRAYANES","PU.PU.LY"
"2191","PUEBLA","PUEBLA","LOS ELECTRICISTAS","PU.PU.LE"
"2192","PUEBLA","PUEBLA","CASERIO SAN FRANCISCO","PU.PU.CS"
"2193","PUEBLA","PUEBLA","LOMA REAL","PU.PU.LF"
"2194","PUEBLA","PUEBLA","ROBLE 1","PU.PU.RG"
"2195","PUEBLA","PUEBLA","LA MARIA","PU.PU.LJ"
"2196","PUEBLA","PUEBLA","LOMA BONITA CALERAS","PU.PU.LK"
"2197","PUEBLA","PUEBLA","LA JOYA","PU.PU.LP"
"2198","PUEBLA","PUEBLA","JAZMIN","PU.PU.JZ"
"2199","PUEBLA","PUEBLA","VILLAS LA LIBERTAD","PU.PU.VF"
"2200","PUEBLA","PUEBLA","VISTA DEL VALLE","PU.PU.VG"
"2201","PUEBLA","PUEBLA","SAN JERONIMO CALERAS","PU.PU.SK"
"2202","PUEBLA","PUEBLA","LOS COLORINES","PU.PU.LQ"
"2203","PUEBLA","PUEBLA","LOS SAUCES","PU.PU.LW"
"2204","PUEBLA","PUEBLA","PEDREGAL SANTO DOMINGO","PU.PU.PE"
"2205","PUEBLA","PUEBLA","DEL VALLE","PU.PU.DE"
"2206","PUEBLA","PUEBLA","LOS JAZMINES","PU.PU.LX"
"2207","PUEBLA","PUEBLA","LOS PINOS","PU.PU.BL"
"2208","PUEBLA","PUEBLA","LOMAS DE SAN JERONIMO","PU.PU.DL"
"2209","PUEBLA","PUEBLA","EL FRESNO","PU.PU.EF"
"2210","PUEBLA","PUEBLA","EL RIEGO NORTE 1","PU.PU.EI"
"2211","PUEBLA","PUEBLA","EL RIEGO NORTE","PU.PU.EO"
"2212","PUEBLA","PUEBLA","EL RIEGO III","PU.PU.EA"
"2213","PUEBLA","PUEBLA","EL RIEGO","PU.PU.EB"
"2214","PUEBLA","PUEBLA","EL JAGEY","PU.PU.EJ"
"2215","PUEBLA","PUEBLA","EL RIEGO NORTE 2","PU.PU.ET"
"2216","PUEBLA","PUEBLA","LAS TRANCAS","PU.PU.AS"
"2217","PUEBLA","PUEBLA","ROBLE 2","PU.PU.RH"
"2218","PUEBLA","PUEBLA","LA GUADALUPANA","PU.PU.AG"
"2219","PUEBLA","PUEBLA","AXOXOCA","PU.PU.AX"
"2220","PUEBLA","PUEBLA","LAS FUENTES","PU.PU.BS"
"2221","PUEBLA","PUEBLA","BUGAMBILIAS","PU.PU.BU"
"2222","PUEBLA","PUEBLA","ORQUIDEAS","PU.PU.OR"
"2223","PUEBLA","PUEBLA","COLONIAL SAN JERONIMO","PU.PU.CN"
"2224","PUEBLA","PUEBLA","LOMAS DE XILOTZONI","PU.PU.EL"
"2225","PUEBLA","PUEBLA","VILLAS CUAUTLANCINGO","PU.PU.VU"
"2226","PUEBLA","PUEBLA","FOVI LA MARIA","PU.PU.FV"
"2227","PUEBLA","PUEBLA","CRUZ DE SUR","PU.PU.CR"
"2228","PUEBLA","PUEBLA","CRUZ DEL SUR II","PU.PU.CZ"
"2229","PUEBLA","PUEBLA","AGAPANTHUS","PU.PU.AP"
