"","Estado","Municipio","Colonia","filteredColonia","firstName","secName","region"
"1","Puebla","Puebla","San Francisco","SANFRANCISCO","SAN","FRANCISCO","PU.PU"
"2","Puebla","Puebla","Centro","CENTRO","CEN","CENTRO","PU.PU"
"3","Puebla","Puebla","Santa María la Rivera","SANTAMARIALARIVERA","SAN","MARIALARIVERA","PU.PU"
"4","Puebla","Puebla","INFONAVIT Bosques 5 de Febrero","INFONAVITBOSQUESDEFEBRERO","INF","INFONAVITBOSQUESDEFEBRERO","PU.PU"
"5","Puebla","Puebla","Residencial Santa María","RESIDENCIALSANTAMARIA","RES","RESIDENCIALSANTAMARIA","PU.PU"
"6","Puebla","Puebla","Las Huertas","LASHUERTAS","LAS","SHUERTAS","PU.PU"
"7","Puebla","Puebla","Santa Bárbara","SANTABARBARA","SAN","BARBARA","PU.PU"
"8","Puebla","Puebla","San José los Cerritos","SANJOSELOSCERRITOS","SAN","JOSELOSCERRITOS","PU.PU"
"9","Puebla","Puebla","La Condesa","LACONDESA","LAC","CONDESA","PU.PU"
"10","Puebla","Puebla","El Conde II","ELCONDEII","ELC","CONDEII","PU.PU"
"11","Puebla","Puebla","Polideportivo","POLIDEPORTIVO","POL","POLIDEPORTIVO","PU.PU"
"12","Puebla","Puebla","Miravalle","MIRAVALLE","MIR","MIRAVALLE","PU.PU"
"13","Puebla","Puebla","Benito Juárez","BENITOJUAREZ","BEN","BENITOJUAREZ","PU.PU"
"14","Puebla","Puebla","INFONAVIT Fidel Velázquez","INFONAVITFIDELVELAZQUEZ","INF","INFONAVITFIDELVELAZQUEZ","PU.PU"
"15","Puebla","Puebla","Nueva 13 de Abril","NUEVADEABRIL","NUE","NUEVADEABRIL","PU.PU"
"16","Puebla","Puebla","El Conde","ELCONDE","ELC","CONDE","PU.PU"
"17","Puebla","Puebla","Rosas del Tepeyac","ROSASDELTEPEYAC","ROS","ROSASDELTEPEYAC","PU.PU"
"18","Puebla","Puebla","San Pablo Xochimehuacan","SANPABLOXOCHIMEHUACAN","SAN","PABLOXOCHIMEHUACAN","PU.PU"
"19","Puebla","Puebla","Barranca Honda","BARRANCAHONDA","BAR","BARRANCAHONDA","PU.PU"
"20","Puebla","Puebla","Ignacio Mariscal","IGNACIOMARISCAL","IGN","IGNACIOMARISCAL","PU.PU"
"21","Puebla","Puebla","Guadalupe del Oro","GUADALUPEDELORO","GUA","GUADALUPEDELORO","PU.PU"
"22","Puebla","Puebla","La Candelaria","LACANDELARIA","LAC","CANDELARIA","PU.PU"
"23","Puebla","Puebla","Real de Guadalupe","REALDEGUADALUPE","REA","REALDEGUADALUPE","PU.PU"
"24","Puebla","Puebla","Nuevo Paraíso","NUEVOPARAISO","NUE","NUEVOPARAISO","PU.PU"
"25","Puebla","Puebla","Villas de Marques","VILLASDEMARQUES","VIL","VILLASDEMARQUES","PU.PU"
"26","Puebla","Puebla","INFONAVIT Villa Frontera","INFONAVITVILLAFRONTERA","INF","INFONAVITVILLAFRONTERA","PU.PU"
"27","Puebla","Puebla","Villa Margarita Garcia","VILLAMARGARITAGARCIA","VIL","VILLAMARGARITAGARCIA","PU.PU"
"28","Puebla","Puebla","Guadalupe del Conde","GUADALUPEDELCONDE","GUA","GUADALUPEDELCONDE","PU.PU"
"29","Puebla","Puebla","Rancho Guadalupe","RANCHOGUADALUPE","RAN","RANCHOGUADALUPE","PU.PU"
"30","Puebla","Puebla","Villas San Gregorio","VILLASSANGREGORIO","VIL","VILLASSANGREGORIO","PU.PU"
"31","Puebla","Puebla","Seda Monsanto","SEDAMONSANTO","SED","SEDAMONSANTO","PU.PU"
"32","Puebla","Puebla","San José el Conde","SANJOSEELCONDE","SAN","JOSEELCONDE","PU.PU"
"33","Puebla","Puebla","Villa Guadalupe","VILLAGUADALUPE","VIL","VILLAGUADALUPE","PU.PU"
"34","Puebla","Puebla","Solidaridad Nacional","SOLIDARIDADNACIONAL","SOL","SOLIDARIDADNACIONAL","PU.PU"
"35","Puebla","Puebla","Monte Alban","MONTEALBAN","MON","MONTEALBAN","PU.PU"
"36","Puebla","Puebla","Jorge Murad Macluf","JORGEMURADMACLUF","JOR","JORGEMURADMACLUF","PU.PU"
"37","Puebla","Puebla","Emperatriz","EMPERATRIZ","EMP","EMPERATRIZ","PU.PU"
"38","Puebla","Puebla","Nueva España","NUEVAESPANA","NUE","NUEVAESPANA","PU.PU"
"39","Puebla","Puebla","Villas San José","VILLASSANJOSE","VIL","VILLASSANJOSE","PU.PU"
"40","Puebla","Puebla","Las Sonatas","LASSONATAS","LAS","SSONATAS","PU.PU"
"41","Puebla","Puebla","Venustiano Carranza","VENUSTIANOCARRANZA","VEN","VENUSTIANOCARRANZA","PU.PU"
"42","Puebla","Puebla","Villas Diamante","VILLASDIAMANTE","VIL","VILLASDIAMANTE","PU.PU"
"43","Puebla","Puebla","Nueva San Salvador","NUEVASANSALVADOR","NUE","NUEVASANSALVADOR","PU.PU"
"44","Puebla","Puebla","México 83","MEXICO","MEX","MEXICO","PU.PU"
"45","Puebla","Puebla","Parque Industrial 5 de Mayo","PARQUEINDUSTRIALDEMAYO","PAR","PARQUEINDUSTRIALDEMAYO","PU.PU"
"46","Puebla","Puebla","Central de Abastos","CENTRALDEABASTOS","CEN","CENTRALDEABASTOS","PU.PU"
"47","Puebla","Puebla","San José Cuatro Caminos","SANJOSECUATROCAMINOS","SAN","JOSECUATROCAMINOS","PU.PU"
"48","Puebla","Puebla","San Rafael Oriente","SANRAFAELORIENTE","SAN","RAFAELORIENTE","PU.PU"
"49","Puebla","Puebla","San Jerónimo","SANJERONIMO","SAN","JERONIMO","PU.PU"
"50","Puebla","Puebla","Villas del Mesón I","VILLASDELMESONI","VIL","VILLASDELMESONI","PU.PU"
"51","Puebla","Puebla","Pino Suárez","PINOSUAREZ","PIN","PINOSUAREZ","PU.PU"
"52","Puebla","Puebla","Villas del Mesón II","VILLASDELMESONII","VIL","VILLASDELMESONII","PU.PU"
"53","Puebla","Puebla","Francisco Villa","FRANCISCOVILLA","FRA","FRANCISCOVILLA","PU.PU"
"54","Puebla","Puebla","El Riego Sur","ELRIEGOSUR","ELR","RIEGOSUR","PU.PU"
"55","Puebla","Puebla","Zona Cementos Atoyac","ZONACEMENTOSATOYAC","ZON","ZONACEMENTOSATOYAC","PU.PU"
"56","Puebla","Puebla","San Rafael Poniente","SANRAFAELPONIENTE","SAN","RAFAELPONIENTE","PU.PU"
"57","Puebla","Puebla","San Felipe Hueyotlipan","SANFELIPEHUEYOTLIPAN","SAN","FELIPEHUEYOTLIPAN","PU.PU"
"58","Puebla","Puebla","Aquiles Serdán","AQUILESSERDAN","AQU","AQUILESSERDAN","PU.PU"
"59","Puebla","Puebla","Rancho Colorado","RANCHOCOLORADO","RAN","RANCHOCOLORADO","PU.PU"
"60","Puebla","Puebla","Rincón Dorado","RINCONDORADO","RIN","RINCONDORADO","PU.PU"
"61","Puebla","Puebla","Fuentes la Pradera","FUENTESLAPRADERA","FUE","FUENTESLAPRADERA","PU.PU"
"62","Puebla","Puebla","Plazuelas San José","PLAZUELASSANJOSE","PLA","PLAZUELASSANJOSE","PU.PU"
"63","Puebla","Puebla","Villas San Felipe","VILLASSANFELIPE","VIL","VILLASSANFELIPE","PU.PU"
"64","Puebla","Puebla","La Pedrera","LAPEDRERA","LAP","PEDRERA","PU.PU"
"65","Puebla","Puebla","Del Valle","DELVALLE","DEL","DELVALLE","PU.PU"
"66","Puebla","Puebla","Futura","FUTURA","FUT","FUTURA","PU.PU"
"67","Puebla","Puebla","Valle del Ángel","VALLEDELANGEL","VAL","VALLEDELANGEL","PU.PU"
"68","Puebla","Puebla","Jesús González Ortéga","JESUSGONZALEZORTEGA","JES","JESUSGONZALEZORTEGA","PU.PU"
"69","Puebla","Puebla","San Bernardo","SANBERNARDO","SAN","BERNARDO","PU.PU"
"71","Puebla","Puebla","Ex-Rancho Colorado","EXRANCHOCOLORADO","EXR","EXRANCHOCOLORADO","PU.PU"
"72","Puebla","Puebla","Plaza San Alberto","PLAZASANALBERTO","PLA","PLAZASANALBERTO","PU.PU"
"73","Puebla","Puebla","Plaza Pedrera","PLAZAPEDRERA","PLA","PLAZAPEDRERA","PU.PU"
"74","Puebla","Puebla","Zona CAPU","ZONACAPU","ZON","ZONACAPU","PU.PU"
"75","Puebla","Puebla","Francisco Villa (Hoy 26 de Mayo)","FRANCISCOVILLAHOYDEMAYO","FRA","FRANCISCOVILLAHOYDEMAYO","PU.PU"
"76","Puebla","Puebla","Las Cuartillas","LASCUARTILLAS","LAS","SCUARTILLAS","PU.PU"
"77","Puebla","Puebla","Unión","UNION","UNI","UNION","PU.PU"
"78","Puebla","Puebla","Los Arcos","LOSARCOS","LOS","LOSARCOS","PU.PU"
"79","Puebla","Puebla","Los Ídolos","LOSIDOLOS","LOS","LOSIDOLOS","PU.PU"
"80","Puebla","Puebla","Cleotilde Torres","CLEOTILDETORRES","CLE","CLEOTILDETORRES","PU.PU"
"81","Puebla","Puebla","San Miguel Hueyotlipan","SANMIGUELHUEYOTLIPAN","SAN","MIGUELHUEYOTLIPAN","PU.PU"
"82","Puebla","Puebla","Villa Karol","VILLAKAROL","VIL","VILLAKAROL","PU.PU"
"83","Puebla","Puebla","Torres 475","TORRES","TOR","TORRES","PU.PU"
"84","Puebla","Puebla","Villa Posadas","VILLAPOSADAS","VIL","VILLAPOSADAS","PU.PU"
"85","Puebla","Puebla","Real del Monte","REALDELMONTE","REA","REALDELMONTE","PU.PU"
"86","Puebla","Puebla","Las Pozas","LASPOZAS","LAS","SPOZAS","PU.PU"
"87","Puebla","Puebla","Rancho Posadas","RANCHOPOSADAS","RAN","RANCHOPOSADAS","PU.PU"
"88","Puebla","Puebla","Nueva Aurora Popular","NUEVAAURORAPOPULAR","NUE","NUEVAAURORAPOPULAR","PU.PU"
"89","Puebla","Puebla","Quetzalcoatl","QUETZALCOATL","QUE","QUETZALCOATL","PU.PU"
"91","Puebla","Puebla","Plaza San Pedro","PLAZASANPEDRO","PLA","PLAZASANPEDRO","PU.PU"
"92","Puebla","Puebla","Valle Dorado","VALLEDORADO","VAL","VALLEDORADO","PU.PU"
"94","Puebla","Puebla","Las Hadas Mundial 86","LASHADASMUNDIAL","LAS","SHADASMUNDIAL","PU.PU"
"95","Puebla","Puebla","S.A.R.H.","SARH","SAR","SARH","PU.PU"
"96","Puebla","Puebla","Unidad del Telefonista","UNIDADDELTELEFONISTA","UNI","UNIDADDELTELEFONISTA","PU.PU"
"97","Puebla","Puebla","Del Refugio","DELREFUGIO","DEL","DELREFUGIO","PU.PU"
"98","Puebla","Puebla","Maestro Federal","MAESTROFEDERAL","MAE","MAESTROFEDERAL","PU.PU"
"99","Puebla","Puebla","Morelos","MORELOS","MOR","MORELOS","PU.PU"
"100","Puebla","Puebla","Real de San Antonio","REALDESANANTONIO","REA","REALDESANANTONIO","PU.PU"
"101","Puebla","Puebla","Santa María","SANTAMARIA","SAN","MARIA","PU.PU"
"102","Puebla","Puebla","Barrio de Santa Anita","BARRIODESANTAANITA","BAR","BARRIODESANTAANITA","PU.PU"
"103","Puebla","Puebla","San Antonio","SANANTONIO","SAN","ANTONIO","PU.PU"
"104","Puebla","Puebla","Zona Esmeralda","ZONAESMERALDA","ZON","ZONAESMERALDA","PU.PU"
"105","Puebla","Puebla","Dos Arbolitos","DOSARBOLITOS","DOS","DOSARBOLITOS","PU.PU"
"106","Puebla","Puebla","Tierra y Libertad","TIERRAYLIBERTAD","TIE","TIERRAYLIBERTAD","PU.PU"
"107","Puebla","Puebla","Villa San Alejandro","VILLASANALEJANDRO","VIL","VILLASANALEJANDRO","PU.PU"
"108","Puebla","Puebla","Jesús García","JESUSGARCIA","JES","JESUSGARCIA","PU.PU"
"109","Puebla","Puebla","La Providencia","LAPROVIDENCIA","LAP","PROVIDENCIA","PU.PU"
"110","Puebla","Puebla","Barrio San Sebastián","BARRIOSANSEBASTIAN","BAR","BARRIOSANSEBASTIAN","PU.PU"
"111","Puebla","Puebla","Residencial las Fuentes","RESIDENCIALLASFUENTES","RES","RESIDENCIALLASFUENTES","PU.PU"
"112","Puebla","Puebla","San Matías","SANMATIAS","SAN","MATIAS","PU.PU"
"113","Puebla","Puebla","El Tamborcito","ELTAMBORCITO","ELT","TAMBORCITO","PU.PU"
"114","Puebla","Puebla","La Covadonga","LACOVADONGA","LAC","COVADONGA","PU.PU"
"115","Puebla","Puebla","San Jerónimo Caleras","SANJERONIMOCALERAS","SAN","JERONIMOCALERAS","PU.PU"
"116","Puebla","Puebla","Rinconada San Jerónimo Orquídeas","RINCONADASANJERONIMOORQUIDEAS","RIN","RINCONADASANJERONIMOORQUIDEAS","PU.PU"
"117","Puebla","Puebla","Loma Real","LOMAREAL","LOM","LOMAREAL","PU.PU"
"118","Puebla","Puebla","Magnolias","MAGNOLIAS","MAG","MAGNOLIAS","PU.PU"
"119","Puebla","Puebla","El Boscaje","ELBOSCAJE","ELB","BOSCAJE","PU.PU"
"120","Puebla","Puebla","Agrícola Ignacio Zaragoza","AGRICOLAIGNACIOZARAGOZA","AGR","AGRICOLAIGNACIOZARAGOZA","PU.PU"
"121","Puebla","Puebla","Loma Bonita","LOMABONITA","LOM","LOMABONITA","PU.PU"
"122","Puebla","Puebla","Los Cipreses","LOSCIPRESES","LOS","LOSCIPRESES","PU.PU"
"123","Puebla","Puebla","San Cristóbal Caleras (Tulcingo)","SANCRISTOBALCALERASTULCINGO","SAN","CRISTOBALCALERASTULCINGO","PU.PU"
"124","Puebla","Puebla","Lomas Coyopotrero","LOMASCOYOPOTRERO","LOM","LOMASCOYOPOTRERO","PU.PU"
"125","Puebla","Puebla","El Jazmín","ELJAZMIN","ELJ","JAZMIN","PU.PU"
"127","Puebla","Puebla","Campestre Covadonga","CAMPESTRECOVADONGA","CAM","CAMPESTRECOVADONGA","PU.PU"
"128","Puebla","Puebla","Independencia Caleras","INDEPENDENCIACALERAS","IND","INDEPENDENCIACALERAS","PU.PU"
"130","Puebla","Puebla","El Roble I","ELROBLEI","ELR","ROBLEI","PU.PU"
"131","Puebla","Puebla","Secc. Bugambilias (San Jerónimo Caleras)","SECCBUGAMBILIASSANJERONIMOCALERAS","SEC","SECCBUGAMBILIASSANJERONIMOCALERAS","PU.PU"
"132","Puebla","Puebla","FOVI","FOVI","FOV","FOVI","PU.PU"
"133","Puebla","Puebla","Rinconada San Jerónimo Jazmín","RINCONADASANJERONIMOJAZMIN","RIN","RINCONADASANJERONIMOJAZMIN","PU.PU"
"134","Puebla","Puebla","Guadalupe Caleras","GUADALUPECALERAS","GUA","GUADALUPECALERAS","PU.PU"
"135","Puebla","Puebla","San José la Cañada","SANJOSELACANADA","SAN","JOSELACANADA","PU.PU"
"136","Puebla","Puebla","Une Movimiento Sindical","UNEMOVIMIENTOSINDICAL","UNE","UNEMOVIMIENTOSINDICAL","PU.PU"
"137","Puebla","Puebla","La Guadalupana","LAGUADALUPANA","LAG","GUADALUPANA","PU.PU"
"138","Puebla","Puebla","Del Valle (San Jerónimo Caleras)","DELVALLESANJERONIMOCALERAS","DEL","DELVALLESANJERONIMOCALERAS","PU.PU"
"139","Puebla","Puebla","Colorines","COLORINES","COL","COLORINES","PU.PU"
"140","Puebla","Puebla","Lomas de San Jerónimo","LOMASDESANJERONIMO","LOM","LOMASDESANJERONIMO","PU.PU"
"141","Puebla","Puebla","El Riego Norte","ELRIEGONORTE","ELR","RIEGONORTE","PU.PU"
"142","Puebla","Puebla","Pedregal de Santo Domingo","PEDREGALDESANTODOMINGO","PED","PEDREGALDESANTODOMINGO","PU.PU"
"143","Puebla","Puebla","San Juan","SANJUAN","SAN","JUAN","PU.PU"
"144","Puebla","Puebla","Los Pinos","LOSPINOS","LOS","LOSPINOS","PU.PU"
"145","Puebla","Puebla","Los Sauces","LOSSAUCES","LOS","LOSSAUCES","PU.PU"
"146","Puebla","Puebla","El Fresno","ELFRESNO","ELF","FRESNO","PU.PU"
"147","Puebla","Puebla","El Riego 1","ELRIEGO","ELR","RIEGO","PU.PU"
"148","Puebla","Puebla","El Riego 2","ELRIEGO","ELR","RIEGO","PU.PU"
"149","Puebla","Puebla","Xaxalpa (San Jerónimo)","XAXALPASANJERONIMO","XAX","XAXALPASANJERONIMO","PU.PU"
"150","Puebla","Puebla","Santo Domingo","SANTODOMINGO","SAN","DOMINGO","PU.PU"
"151","Puebla","Puebla","El Jaguey","ELJAGUEY","ELJ","JAGUEY","PU.PU"
"152","Puebla","Puebla","Lomas Tzilotzoni","LOMASTZILOTZONI","LOM","LOMASTZILOTZONI","PU.PU"
"153","Puebla","Puebla","Vista del Valle","VISTADELVALLE","VIS","VISTADELVALLE","PU.PU"
"154","Puebla","Puebla","Unidad Volkswagen Sur","UNIDADVOLKSWAGENSUR","UNI","UNIDADVOLKSWAGENSUR","PU.PU"
"155","Puebla","Puebla","Apetlachica","APETLACHICA","APE","APETLACHICA","PU.PU"
"156","Puebla","Puebla","Orquideas Residencial","ORQUIDEASRESIDENCIAL","ORQ","ORQUIDEASRESIDENCIAL","PU.PU"
"157","Puebla","Puebla","Plan de Ayala Caleras","PLANDEAYALACALERAS","PLA","PLANDEAYALACALERAS","PU.PU"
"158","Puebla","Puebla","Loma Linda","LOMALINDA","LOM","LOMALINDA","PU.PU"
"159","Puebla","Puebla","Civa G","CIVAG","CIV","CIVAG","PU.PU"
"160","Puebla","Puebla","Lomas de Coyopotrero","LOMASDECOYOPOTRERO","LOM","LOMASDECOYOPOTRERO","PU.PU"
"162","Puebla","Puebla","Lázaro Cárdenas Oriente","LAZAROCARDENASORIENTE","LAZ","ZAROCARDENASORIENTE","PU.PU"
"163","Puebla","Puebla","Azcapotzalco","AZCAPOTZALCO","AZC","AZCAPOTZALCO","PU.PU"
"164","Puebla","Puebla","Alberto de la Fuente","ALBERTODELAFUENTE","ALB","ALBERTODELAFUENTE","PU.PU"
"165","Puebla","Puebla","Las Palomas","LASPALOMAS","LAS","SPALOMAS","PU.PU"
"166","Puebla","Puebla","San Cristóbal Tulcingo Oriente","SANCRISTOBALTULCINGOORIENTE","SAN","CRISTOBALTULCINGOORIENTE","PU.PU"
"167","Puebla","Puebla","Hacienda Los Olivos","HACIENDALOSOLIVOS","HAC","HACIENDALOSOLIVOS","PU.PU"
"168","Puebla","Puebla","Los Angeles Barranca Honda","LOSANGELESBARRANCAHONDA","LOS","LOSANGELESBARRANCAHONDA","PU.PU"
"169","Puebla","Puebla","San Juan Tulcingo","SANJUANTULCINGO","SAN","JUANTULCINGO","PU.PU"
"170","Puebla","Puebla","San José las Flores","SANJOSELASFLORES","SAN","JOSELASFLORES","PU.PU"
"171","Puebla","Puebla","Paraíso del Angel","PARAISODELANGEL","PAR","PARAISODELANGEL","PU.PU"
"172","Puebla","Puebla","Arboledas de Moratilla","ARBOLEDASDEMORATILLA","ARB","ARBOLEDASDEMORATILLA","PU.PU"
"173","Puebla","Puebla","2a. Sección Club de Golf las Fuentes","ASECCIONCLUBDEGOLFLASFUENTES","ASE","ASECCIONCLUBDEGOLFLASFUENTES","PU.PU"
"174","Puebla","Puebla","Club de Golf las Fuentes","CLUBDEGOLFLASFUENTES","CLU","CLUBDEGOLFLASFUENTES","PU.PU"
"175","Puebla","Puebla","Luz Obrera","LUZOBRERA","LUZ","LUZOBRERA","PU.PU"
"176","Puebla","Puebla","Moratilla","MORATILLA","MOR","MORATILLA","PU.PU"
"177","Puebla","Puebla","Perpetuo Socorro","PERPETUOSOCORRO","PER","PERPETUOSOCORRO","PU.PU"
"178","Puebla","Puebla","Fuentes de Morillotla","FUENTESDEMORILLOTLA","FUE","FUENTESDEMORILLOTLA","PU.PU"
"179","Puebla","Puebla","La Constancia","LACONSTANCIA","LAC","CONSTANCIA","PU.PU"
"181","Puebla","Puebla","Tepetzintla","TEPETZINTLA","TEP","TEPETZINTLA","PU.PU"
"182","Puebla","Puebla","Molino de Santo Domingo","MOLINODESANTODOMINGO","MOL","MOLINODESANTODOMINGO","PU.PU"
"183","Puebla","Puebla","Campestre del Bosque","CAMPESTREDELBOSQUE","CAM","CAMPESTREDELBOSQUE","PU.PU"
"184","Puebla","Puebla","Las Fuentes de Puebla","LASFUENTESDEPUEBLA","LAS","SFUENTESDEPUEBLA","PU.PU"
"185","Puebla","Puebla","Ignacio Romero Vargas","IGNACIOROMEROVARGAS","IGN","IGNACIOROMEROVARGAS","PU.PU"
"186","Puebla","Puebla","Villas el Encanto I","VILLASELENCANTOI","VIL","VILLASELENCANTOI","PU.PU"
"187","Puebla","Puebla","Independencia","INDEPENDENCIA","IND","INDEPENDENCIA","PU.PU"
"188","Puebla","Puebla","San José Guadalupe","SANJOSEGUADALUPE","SAN","JOSEGUADALUPE","PU.PU"
"189","Puebla","Puebla","Miguel Abed","MIGUELABED","MIG","MIGUELABED","PU.PU"
"190","Puebla","Puebla","INFONAVIT Hermenegildo J. Aldana","INFONAVITHERMENEGILDOJALDANA","INF","INFONAVITHERMENEGILDOJALDANA","PU.PU"
"191","Puebla","Puebla","Centro Cruz del Sur","CENTROCRUZDELSUR","CEN","CENTROCRUZDELSUR","PU.PU"
"192","Puebla","Puebla","Los Arcos Santa Cruz","LOSARCOSSANTACRUZ","LOS","LOSARCOSSANTACRUZ","PU.PU"
"193","Puebla","Puebla","La Vega","LAVEGA","LAV","VEGA","PU.PU"
"194","Puebla","Puebla","Villas el Encanto II","VILLASELENCANTOII","VIL","VILLASELENCANTOII","PU.PU"
"195","Puebla","Puebla","Vista Hermosa","VISTAHERMOSA","VIS","VISTAHERMOSA","PU.PU"
"196","Puebla","Puebla","Villas Inglesas","VILLASINGLESAS","VIL","VILLASINGLESAS","PU.PU"
"197","Puebla","Puebla","San José Citlaltepetl","SANJOSECITLALTEPETL","SAN","JOSECITLALTEPETL","PU.PU"
"198","Puebla","Puebla","Cuautlancingo","CUAUTLANCINGO","CUA","CUAUTLANCINGO","PU.PU"
"199","Puebla","Puebla","INFONAVIT Ladrillera","INFONAVITLADRILLERA","INF","INFONAVITLADRILLERA","PU.PU"
"200","Puebla","Puebla","Residencial los Álamos","RESIDENCIALLOSALAMOS","RES","RESIDENCIALLOSALAMOS","PU.PU"
"201","Puebla","Puebla","Obrera Textil José Abascal","OBRERATEXTILJOSEABASCAL","OBR","OBRERATEXTILJOSEABASCAL","PU.PU"
"202","Puebla","Puebla","Las Alamedas","LASALAMEDAS","LAS","SALAMEDAS","PU.PU"
"203","Puebla","Puebla","La Ahogada","LAAHOGADA","LAA","AHOGADA","PU.PU"
"204","Puebla","Puebla","La Gloria I","LAGLORIAI","LAG","GLORIAI","PU.PU"
"205","Puebla","Puebla","San Carlos","SANCARLOS","SAN","CARLOS","PU.PU"
"206","Puebla","Puebla","Villa Madero","VILLAMADERO","VIL","VILLAMADERO","PU.PU"
"207","Puebla","Puebla","Francisco I. Madero","FRANCISCOIMADERO","FRA","FRANCISCOIMADERO","PU.PU"
"208","Puebla","Puebla","La Libertad","LALIBERTAD","LAL","LIBERTAD","PU.PU"
"209","Puebla","Puebla","Residencial Privanza","RESIDENCIALPRIVANZA","RES","RESIDENCIALPRIVANZA","PU.PU"
"211","Puebla","Puebla","La Gloria II","LAGLORIAII","LAG","GLORIAII","PU.PU"
"212","Puebla","Puebla","Los Laureles","LOSLAURELES","LOS","LOSLAURELES","PU.PU"
"213","Puebla","Puebla","Patriotismo","PATRIOTISMO","PAT","PATRIOTISMO","PU.PU"
"214","Puebla","Puebla","Puerta de Hierro","PUERTADEHIERRO","PUE","PUERTADEHIERRO","PU.PU"
"215","Puebla","Puebla","Jacarandas","JACARANDAS","JAC","JACARANDAS","PU.PU"
"216","Puebla","Puebla","Los Vergeles","LOSVERGELES","LOS","LOSVERGELES","PU.PU"
"218","Puebla","Puebla","Valle del Rey","VALLEDELREY","VAL","VALLEDELREY","PU.PU"
"219","Puebla","Puebla","Amor","AMOR","AMO","AMOR","PU.PU"
"220","Puebla","Puebla","Los Viveros","LOSVIVEROS","LOS","LOSVIVEROS","PU.PU"
"221","Puebla","Puebla","Jardines de Zavaleta","JARDINESDEZAVALETA","JAR","JARDINESDEZAVALETA","PU.PU"
"222","Puebla","Puebla","Britania","BRITANIA","BRI","BRITANIA","PU.PU"
"223","Puebla","Puebla","Rincón San José del Puente","RINCONSANJOSEDELPUENTE","RIN","RINCONSANJOSEDELPUENTE","PU.PU"
"224","Puebla","Puebla","San José del Puente","SANJOSEDELPUENTE","SAN","JOSEDELPUENTE","PU.PU"
"225","Puebla","Puebla","Villas Cruz del Sur","VILLASCRUZDELSUR","VIL","VILLASCRUZDELSUR","PU.PU"
"226","Puebla","Puebla","Villas el Navarriego","VILLASELNAVARRIEGO","VIL","VILLASELNAVARRIEGO","PU.PU"
"227","Puebla","Puebla","Campestre el Paraíso","CAMPESTREELPARAISO","CAM","CAMPESTREELPARAISO","PU.PU"
"228","Puebla","Puebla","Del Farol","DELFAROL","DEL","DELFAROL","PU.PU"
"229","Puebla","Puebla","Rinconada de los Viveros","RINCONADADELOSVIVEROS","RIN","RINCONADADELOSVIVEROS","PU.PU"
"230","Puebla","Puebla","Club Britania","CLUBBRITANIA","CLU","CLUBBRITANIA","PU.PU"
"231","Puebla","Puebla","Santa Cruz Buenavista","SANTACRUZBUENAVISTA","SAN","CRUZBUENAVISTA","PU.PU"
"232","Puebla","Puebla","Humbolt","HUMBOLT","HUM","HUMBOLT","PU.PU"
"233","Puebla","Puebla","Arboledas del Paraíso","ARBOLEDASDELPARAISO","ARB","ARBOLEDASDELPARAISO","PU.PU"
"234","Puebla","Puebla","Rinconada Santa Cruz","RINCONADASANTACRUZ","RIN","RINCONADASANTACRUZ","PU.PU"
"235","Puebla","Puebla","Villas los Viveros","VILLASLOSVIVEROS","VIL","VILLASLOSVIVEROS","PU.PU"
"236","Puebla","Puebla","Los Arrayanes","LOSARRAYANES","LOS","LOSARRAYANES","PU.PU"
"238","Puebla","Puebla","Residencial Ex-Hacienda de Zavaleta","RESIDENCIALEXHACIENDADEZAVALETA","RES","RESIDENCIALEXHACIENDADEZAVALETA","PU.PU"
"240","Puebla","Puebla","Cipreses  Zavaleta","CIPRESESZAVALETA","CIP","CIPRESESZAVALETA","PU.PU"
"241","Puebla","Puebla","Villa de Zavaleta","VILLADEZAVALETA","VIL","VILLADEZAVALETA","PU.PU"
"243","Puebla","Puebla","La Cañada (Romero Vargas)","LACANADAROMEROVARGAS","LAC","CANADAROMEROVARGAS","PU.PU"
"244","Puebla","Puebla","La Cuchilla","LACUCHILLA","LAC","CUCHILLA","PU.PU"
"245","Puebla","Puebla","Vista del Volcán","VISTADELVOLCAN","VIS","VISTADELVOLCAN","PU.PU"
"246","Puebla","Puebla","La Loma (Ejido Romero Vargas","LALOMAEJIDOROMEROVARGAS","LAL","LOMAEJIDOROMEROVARGAS","PU.PU"
"247","Puebla","Puebla","Ampliación Reforma","AMPLIACIONREFORMA","AMP","AMPLIACIONREFORMA","PU.PU"
"248","Puebla","Puebla","Reforma","REFORMA","REF","REFORMA","PU.PU"
"249","Puebla","Puebla","Plaza Reforma","PLAZAREFORMA","PLA","PLAZAREFORMA","PU.PU"
"250","Puebla","Puebla","La Paz","LAPAZ","LAP","PAZ","PU.PU"
"251","Puebla","Puebla","Reforma Sur (La Libertad)","REFORMASURLALIBERTAD","REF","REFORMASURLALIBERTAD","PU.PU"
"252","Puebla","Puebla","Guadalupe (Ejido Romero Vargas)","GUADALUPEEJIDOROMEROVARGAS","GUA","GUADALUPEEJIDOROMEROVARGAS","PU.PU"
"253","Puebla","Puebla","Santa Cruz Guadalupe","SANTACRUZGUADALUPE","SAN","CRUZGUADALUPE","PU.PU"
"254","Puebla","Puebla","Bello Horizonte","BELLOHORIZONTE","BEL","BELLOHORIZONTE","PU.PU"
