"","Estado","Municipio","Colonia","filteredColonia","firstName","secName","region"
"1102","Puebla","Cuautlancingo","Cemanti","CEMANTI","CEM","CEMANTI","PU.CU"
"1103","Puebla","Cuautlancingo","Viva III","VIVAIII","VIV","VIVAIII","PU.CU"
"1104","Puebla","Cuautlancingo","El Palacio de Bello Horizonte","ELPALACIODEBELLOHORIZONTE","ELP","PALACIODEBELLOHORIZONTE","PU.CU"
"1105","Puebla","Cuautlancingo","El Ensueño","ELENSUENO","ELE","ENSUENO","PU.CU"
"1106","Puebla","Cuautlancingo","Liquidambar","LIQUIDAMBAR","LIQ","LIQUIDAMBAR","PU.CU"
"1107","Puebla","Cuautlancingo","Villa de Zavaleta I","VILLADEZAVALETAI","VIL","VILLADEZAVALETAI","PU.CU"
"1108","Puebla","Cuautlancingo","Macopilli","MACOPILLI","MAC","MACOPILLI","PU.CU"
"1109","Puebla","Cuautlancingo","Proyecto 15","PROYECTO","PRO","PROYECTO","PU.CU"
"1110","Puebla","Cuautlancingo","Integra","INTEGRA","INT","INTEGRA","PU.CU"
"1111","Puebla","Cuautlancingo","Villas Palermo","VILLASPALERMO","VIL","VILLASPALERMO","PU.CU"
"1112","Puebla","Cuautlancingo","Villas de Morillotla","VILLASDEMORILLOTLA","VIL","VILLASDEMORILLOTLA","PU.CU"
"1113","Puebla","Cuautlancingo","Hacienda Zavaleta","HACIENDAZAVALETA","HAC","HACIENDAZAVALETA","PU.CU"
"1114","Puebla","Cuautlancingo","Xel-hua","XELHUA","XEL","XELHUA","PU.CU"
"1115","Puebla","Cuautlancingo","Viva H 1998","VIVAH","VIV","VIVAH","PU.CU"
"1116","Puebla","Cuautlancingo","Malinali","MALINALI","MAL","MALINALI","PU.CU"
"1117","Puebla","Cuautlancingo","Villas de Santiago II","VILLASDESANTIAGOII","VIL","VILLASDESANTIAGOII","PU.CU"
"1118","Puebla","Cuautlancingo","Villas Xochitl","VILLASXOCHITL","VIL","VILLASXOCHITL","PU.CU"
"1119","Puebla","San Pedro Cholula","Geovillas el Campanario","GEOVILLASELCAMPANARIO","GEO","GEOVILLASELCAMPANARIO","PU.SA"
"1120","Puebla","San Pedro Cholula","Rincón de Santa Bárbara","RINCONDESANTABARBARA","RIN","RINCONDESANTABARBARA","PU.SA"
"1121","Puebla","San Pedro Cholula","San Pablo Tecamac","SANPABLOTECAMAC","SAN","PABLOTECAMAC","PU.SA"
"1122","Puebla","San Pedro Cholula","Bosques de Saint Germain","BOSQUESDESAINTGERMAIN","BOS","BOSQUESDESAINTGERMAIN","PU.SA"
"1123","Puebla","San Pedro Cholula","San JuanTlautla","SANJUANTLAUTLA","SAN","JUANTLAUTLA","PU.SA"
"1124","Puebla","San Pedro Cholula","Residencial la Carcaña","RESIDENCIALLACARCANA","RES","RESIDENCIALLACARCANA","PU.SA"
"1125","Puebla","San Pedro Cholula","José Ángeles","JOSEANGELES","JOS","JOSEANGELES","PU.SA"
"1126","Puebla","San Pedro Cholula","San Sebastián Tepalcatepec","SANSEBASTIANTEPALCATEPEC","SAN","SEBASTIANTEPALCATEPEC","PU.SA"
"1127","Puebla","San Pedro Cholula","Santa Bárbara Almoloya","SANTABARBARAALMOLOYA","SAN","BARBARAALMOLOYA","PU.SA"
"1128","Puebla","San Pedro Cholula","San Miguel","SANMIGUEL","SAN","MIGUEL","PU.SA"
"1129","Puebla","San Pedro Cholula","La Cañada","LACANADA","LAC","CANADA","PU.SA"
"1130","Puebla","San Pedro Cholula","Momoxpan 2a Sección","MOMOXPANASECCION","MOM","MOMOXPANASECCION","PU.SA"
"1131","Puebla","San Pedro Cholula","Momoxpan","MOMOXPAN","MOM","MOMOXPAN","PU.SA"
"1132","Puebla","San Pedro Cholula","Residencial Boulevares Momoxpan","RESIDENCIALBOULEVARESMOMOXPAN","RES","RESIDENCIALBOULEVARESMOMOXPAN","PU.SA"
"1134","Puebla","San Pedro Cholula","Uniko","UNIKO","UNI","UNIKO","PU.SA"
"1135","Puebla","San Pedro Cholula","Residencial Bosques de San Pedro","RESIDENCIALBOSQUESDESANPEDRO","RES","RESIDENCIALBOSQUESDESANPEDRO","PU.SA"
"1136","Puebla","San Pedro Cholula","San José","SANJOSE","SAN","JOSE","PU.SA"
"1137","Puebla","San Pedro Cholula","Residencial Jardines del Rosal","RESIDENCIALJARDINESDELROSAL","RES","RESIDENCIALJARDINESDELROSAL","PU.SA"
"1138","Puebla","San Pedro Cholula","La Pradera","LAPRADERA","LAP","PRADERA","PU.SA"
"1139","Puebla","San Pedro Cholula","Real Britania","REALBRITANIA","REA","REALBRITANIA","PU.SA"
"1140","Puebla","San Pedro Cholula","La Rinconada","LARINCONADA","LAR","RINCONADA","PU.SA"
"1141","Puebla","San Pedro Cholula","San Diego","SANDIEGO","SAN","DIEGO","PU.SA"
"1142","Puebla","San Pedro Cholula","Manantiales","MANANTIALES","MAN","MANANTIALES","PU.SA"
"1144","Puebla","San Pedro Cholula","San Francisco Cuapan","SANFRANCISCOCUAPAN","SAN","FRANCISCOCUAPAN","PU.SA"
"1145","Puebla","San Pedro Cholula","Florencia","FLORENCIA","FLO","FLORENCIA","PU.SA"
"1146","Puebla","San Pedro Cholula","Rincón de la Arborada","RINCONDELAARBORADA","RIN","RINCONDELAARBORADA","PU.SA"
"1147","Puebla","San Pedro Cholula","De Jesús","DEJESUS","DEJ","DEJESUS","PU.SA"
"1148","Puebla","San Pedro Cholula","Los Pinos","LOSPINOS","LOS","LOSPINOS","PU.SA"
"1149","Puebla","San Pedro Cholula","Santiago Mixquitla","SANTIAGOMIXQUITLA","SAN","TIAGOMIXQUITLA","PU.SA"
"1150","Puebla","San Pedro Cholula","San Agustín Calvario","SANAGUSTINCALVARIO","SAN","AGUSTINCALVARIO","PU.SA"
"1151","Puebla","San Pedro Cholula","Cholula de Rivadabia Centro","CHOLULADERIVADABIACENTRO","CHO","CHOLULADERIVADABIACENTRO","PU.SA"
"1152","Puebla","San Pedro Cholula","San Gregorio Zacapechpan","SANGREGORIOZACAPECHPAN","SAN","GREGORIOZACAPECHPAN","PU.SA"
"1153","Puebla","San Pedro Cholula","Esmeralda","ESMERALDA","ESM","ESMERALDA","PU.SA"
"1154","Puebla","San Pedro Cholula","Cholula","CHOLULA","CHO","CHOLULA","PU.SA"
"1155","Puebla","San Pedro Cholula","Santiago Cholula INFONAVIT","SANTIAGOCHOLULAINFONAVIT","SAN","TIAGOCHOLULAINFONAVIT","PU.SA"
"1156","Puebla","San Pedro Cholula","Villas San Diego","VILLASSANDIEGO","VIL","VILLASSANDIEGO","PU.SA"
"1157","Puebla","San Pedro Cholula","Eccehomo","ECCEHOMO","ECC","ECCEHOMO","PU.SA"
"1158","Puebla","San Pedro Cholula","INFONAVIT Santa María el Agora","INFONAVITSANTAMARIAELAGORA","INF","INFONAVITSANTAMARIAELAGORA","PU.SA"
"1159","Puebla","San Pedro Cholula","La Magdalena","LAMAGDALENA","LAM","MAGDALENA","PU.SA"
"1160","Puebla","San Pedro Cholula","Llanos Santa María","LLANOSSANTAMARIA","LLA","LLANOSSANTAMARIA","PU.SA"
"1161","Puebla","San Pedro Cholula","La Santísima","LASANTISIMA","LAS","TISIMA","PU.SA"
"1162","Puebla","San Pedro Cholula","Santa María Xixitla","SANTAMARIAXIXITLA","SAN","MARIAXIXITLA","PU.SA"
"1163","Puebla","San Pedro Cholula","Senda del Sol","SENDADELSOL","SEN","SENDADELSOL","PU.SA"
"1164","Puebla","San Pedro Cholula","Bosques de Zerezotla","BOSQUESDEZEREZOTLA","BOS","BOSQUESDEZEREZOTLA","PU.SA"
"1165","Puebla","San Pedro Cholula","San Carlos","SANCARLOS","SAN","CARLOS","PU.SA"
"1166","Puebla","San Pedro Cholula","Santa Cecilia","SANTACECILIA","SAN","CECILIA","PU.SA"
"1167","Puebla","San Pedro Cholula","Villa Zerezotla","VILLAZEREZOTLA","VIL","VILLAZEREZOTLA","PU.SA"
"1168","Puebla","San Pedro Cholula","Hacienda Valle de Zerezotla","HACIENDAVALLEDEZEREZOTLA","HAC","HACIENDAVALLEDEZEREZOTLA","PU.SA"
"1169","Puebla","San Pedro Cholula","Quintas de Cortes","QUINTASDECORTES","QUI","QUINTASDECORTES","PU.SA"
"1170","Puebla","San Pedro Cholula","El Hallazgo","ELHALLAZGO","ELH","HALLAZGO","PU.SA"
"1171","Puebla","San Pedro Cholula","Cholollan","CHOLOLLAN","CHO","CHOLOLLAN","PU.SA"
"1172","Puebla","San Pedro Cholula","Zerezotla","ZEREZOTLA","ZER","ZEREZOTLA","PU.SA"
"1173","Puebla","San Pedro Cholula","San Juan Calvario","SANJUANCALVARIO","SAN","JUANCALVARIO","PU.SA"
"1174","Puebla","San Pedro Cholula","Los Viñedos","LOSVINEDOS","LOS","LOSVINEDOS","PU.SA"
"1175","Puebla","San Pedro Cholula","Jardines del Alba","JARDINESDELALBA","JAR","JARDINESDELALBA","PU.SA"
"1176","Puebla","San Pedro Cholula","La Querencia","LAQUERENCIA","LAQ","QUERENCIA","PU.SA"
"1177","Puebla","San Pedro Cholula","Cerrito de Guadalupe","CERRITODEGUADALUPE","CER","CERRITODEGUADALUPE","PU.SA"
"1178","Puebla","San Pedro Cholula","Villa de Cortes","VILLADECORTES","VIL","VILLADECORTES","PU.SA"
"1179","Puebla","San Pedro Cholula","Casa Blanca","CASABLANCA","CAS","CASABLANCA","PU.SA"
"1180","Puebla","San Pedro Cholula","Amates","AMATES","AMA","AMATES","PU.SA"
"1181","Puebla","San Pedro Cholula","Club de Golf la Huerta","CLUBDEGOLFLAHUERTA","CLU","CLUBDEGOLFLAHUERTA","PU.SA"
"1182","Puebla","San Pedro Cholula","Arboledas de Zerezotla","ARBOLEDASDEZEREZOTLA","ARB","ARBOLEDASDEZEREZOTLA","PU.SA"
"1183","Puebla","San Pedro Cholula","Plazuela de San Pedro","PLAZUELADESANPEDRO","PLA","PLAZUELADESANPEDRO","PU.SA"
"1185","Puebla","San Pedro Cholula","San Cristóbal Tepontla","SANCRISTOBALTEPONTLA","SAN","CRISTOBALTEPONTLA","PU.SA"
"1186","Puebla","San Pedro Cholula","Villa Cristal","VILLACRISTAL","VIL","VILLACRISTAL","PU.SA"
"1187","Puebla","San Pedro Cholula","Guadalupe","GUADALUPE","GUA","GUADALUPE","PU.SA"
"1188","Puebla","San Pedro Cholula","Residencial Villas Cholula","RESIDENCIALVILLASCHOLULA","RES","RESIDENCIALVILLASCHOLULA","PU.SA"
"1189","Puebla","San Pedro Cholula","San Diego Cuachayotla","SANDIEGOCUACHAYOTLA","SAN","DIEGOCUACHAYOTLA","PU.SA"
"1190","Puebla","San Pedro Cholula","San Matías Cocoyotla","SANMATIASCOCOYOTLA","SAN","MATIASCOCOYOTLA","PU.SA"
"1191","Puebla","San Pedro Cholula","San Cosme Texintla","SANCOSMETEXINTLA","SAN","COSMETEXINTLA","PU.SA"
"1192","Puebla","San Pedro Cholula","Atitla","ATITLA","ATI","ATITLA","PU.SA"
"1193","Puebla","San Pedro Cholula","Cañada de Santiago","CANADADESANTIAGO","CAN","CANADADESANTIAGO","PU.SA"
"1194","Puebla","San Pedro Cholula","Del Bosque","DELBOSQUE","DEL","DELBOSQUE","PU.SA"
"1195","Puebla","San Pedro Cholula","Bosques de Granada","BOSQUESDEGRANADA","BOS","BOSQUESDEGRANADA","PU.SA"
"1196","Puebla","San Pedro Cholula","Jardines de San Diego 2da. Sección","JARDINESDESANDIEGODASECCION","JAR","JARDINESDESANDIEGODASECCION","PU.SA"
"1197","Puebla","San Pedro Cholula","Campestre Arcoiris","CAMPESTREARCOIRIS","CAM","CAMPESTREARCOIRIS","PU.SA"
"1198","Puebla","San Pedro Cholula","Arcoiris","ARCOIRIS","ARC","ARCOIRIS","PU.SA"
"1199","Puebla","San Pedro Cholula","Jardines San Diego","JARDINESSANDIEGO","JAR","JARDINESSANDIEGO","PU.SA"
"1200","Puebla","San Pedro Cholula","San Diego los Sauces","SANDIEGOLOSSAUCES","SAN","DIEGOLOSSAUCES","PU.SA"
"1201","Puebla","San Pedro Cholula","Casas Yeran","CASASYERAN","CAS","CASASYERAN","PU.SA"
"1202","Puebla","San Pedro Cholula","Jesús Tlatempa","JESUSTLATEMPA","JES","JESUSTLATEMPA","PU.SA"
"1203","Puebla","San Pedro Cholula","Santa María Acuexcomac","SANTAMARIAACUEXCOMAC","SAN","MARIAACUEXCOMAC","PU.SA"
"1204","Puebla","San Pedro Cholula","Llanos de Jesús Tlatempa","LLANOSDEJESUSTLATEMPA","LLA","LLANOSDEJESUSTLATEMPA","PU.SA"
"1205","Puebla","San Pedro Cholula","Lázaro Cárdenas","LAZAROCARDENAS","LAZ","ZAROCARDENAS","PU.SA"
"1206","Puebla","San Pedro Cholula","Villas Paraíso","VILLASPARAISO","VIL","VILLASPARAISO","PU.SA"
"1207","Puebla","San Pedro Cholula","Arboledas de San Antonio","ARBOLEDASDESANANTONIO","ARB","ARBOLEDASDESANANTONIO","PU.SA"
"1208","Puebla","San Pedro Cholula","Llanos de Tlaltempa","LLANOSDETLALTEMPA","LLA","LLANOSDETLALTEMPA","PU.SA"
"1209","Puebla","San Pedro Cholula","Santa Mónica","SANTAMONICA","SAN","MONICA","PU.SA"
"1210","Puebla","San Pedro Cholula","Álvaro Obregón","ALVAROOBREGON","ALV","ALVAROOBREGON","PU.SA"
"1211","Puebla","San Pedro Cholula","Cipreses de Santiago","CIPRESESDESANTIAGO","CIP","CIPRESESDESANTIAGO","PU.SA"
"1212","Puebla","San Pedro Cholula","Villa Manantiales","VILLAMANANTIALES","VIL","VILLAMANANTIALES","PU.SA"
"1213","Puebla","San Pedro Cholula","Villas Jardines","VILLASJARDINES","VIL","VILLASJARDINES","PU.SA"
"1214","Puebla","San Pedro Cholula","Ampliación Momoxpan","AMPLIACIONMOMOXPAN","AMP","AMPLIACIONMOMOXPAN","PU.SA"
"1215","Puebla","San Pedro Cholula","Residencial Torrecillas","RESIDENCIALTORRECILLAS","RES","RESIDENCIALTORRECILLAS","PU.SA"
"1216","Puebla","San Pedro Cholula","Camino Real","CAMINOREAL","CAM","CAMINOREAL","PU.SA"
"1217","Puebla","San Pedro Cholula","Santiago Momoxpan","SANTIAGOMOMOXPAN","SAN","TIAGOMOMOXPAN","PU.SA"
"1218","Puebla","San Pedro Cholula","La Joya","LAJOYA","LAJ","JOYA","PU.SA"
"1219","Puebla","San Pedro Cholula","Las Quintas","LASQUINTAS","LAS","SQUINTAS","PU.SA"
"1220","Puebla","San Pedro Cholula","Rivadavia","RIVADAVIA","RIV","RIVADAVIA","PU.SA"
"1221","Puebla","San Pedro Cholula","Las Villas","LASVILLAS","LAS","SVILLAS","PU.SA"
"1222","Puebla","San Pedro Cholula","Villas del Atlaco","VILLASDELATLACO","VIL","VILLASDELATLACO","PU.SA"
"1223","Puebla","San Pedro Cholula","Quetzalcoatl","QUETZALCOATL","QUE","QUETZALCOATL","PU.SA"
"1224","Puebla","San Pedro Cholula","Quinta Mañanitas","QUINTAMANANITAS","QUI","QUINTAMANANITAS","PU.SA"
"1225","Puebla","San Pedro Cholula","Obsidiana","OBSIDIANA","OBS","OBSIDIANA","PU.SA"
"1226","Puebla","San Pedro Cholula","Xochitlcali","XOCHITLCALI","XOC","XOCHITLCALI","PU.SA"
"1227","Puebla","San Pedro Cholula","Residencial Ex-Hacienda la Carcaña","RESIDENCIALEXHACIENDALACARCANA","RES","RESIDENCIALEXHACIENDALACARCANA","PU.SA"
"1228","Puebla","San Pedro Cholula","El Pilar","ELPILAR","ELP","PILAR","PU.SA"
"1230","Puebla","San Pedro Cholula","Fuentes de Saint Germaint","FUENTESDESAINTGERMAINT","FUE","FUENTESDESAINTGERMAINT","PU.SA"
"1231","Puebla","San Pedro Cholula","La Carcaña","LACARCANA","LAC","CARCANA","PU.SA"
"1232","Puebla","San Pedro Cholula","Jardines de la Carcaña","JARDINESDELACARCANA","JAR","JARDINESDELACARCANA","PU.SA"
"1233","Puebla","San Pedro Cholula","Ex-Hacienda la Carcaña","EXHACIENDALACARCANA","EXH","EXHACIENDALACARCANA","PU.SA"
"1234","Puebla","San Pedro Cholula","Residencial el Campanario","RESIDENCIALELCAMPANARIO","RES","RESIDENCIALELCAMPANARIO","PU.SA"
"1235","Puebla","San Pedro Cholula","Real de Palmas","REALDEPALMAS","REA","REALDEPALMAS","PU.SA"
"1236","Puebla","San Pedro Cholula","Residencial San Pedro","RESIDENCIALSANPEDRO","RES","RESIDENCIALSANPEDRO","PU.SA"
"1237","Puebla","San Pedro Cholula","Lomas de la Carcaña","LOMASDELACARCANA","LOM","LOMASDELACARCANA","PU.SA"
"1238","Puebla","San Pedro Cholula","La Fusión","LAFUSION","LAF","FUSION","PU.SA"
"1239","Puebla","San Pedro Cholula","Fuentes de la Carcaña","FUENTESDELACARCANA","FUE","FUENTESDELACARCANA","PU.SA"
"1241","Puebla","San Pedro Cholula","Los Frailes","LOSFRAILES","LOS","LOSFRAILES","PU.SA"
"1242","Puebla","San Pedro Cholula","Santa Martha","SANTAMARTHA","SAN","MARTHA","PU.SA"
"1243","Puebla","San Andrés Cholula","Quintas de Atzala","QUINTASDEATZALA","QUI","QUINTASDEATZALA","PU.SA"
"1244","Puebla","San Andrés Cholula","Real del Pedregal","REALDELPEDREGAL","REA","REALDELPEDREGAL","PU.SA"
"1245","Puebla","San Andrés Cholula","Rinconada de Atzala","RINCONADADEATZALA","RIN","RINCONADADEATZALA","PU.SA"
"1246","Puebla","San Andrés Cholula","San Mateo","SANMATEO","SAN","MATEO","PU.SA"
"1247","Puebla","San Andrés Cholula","Los Sapos","LOSSAPOS","LOS","LOSSAPOS","PU.SA"
"1248","Puebla","San Andrés Cholula","Real de Cholula","REALDECHOLULA","REA","REALDECHOLULA","PU.SA"
"1249","Puebla","San Andrés Cholula","Floral","FLORAL","FLO","FLORAL","PU.SA"
"1250","Puebla","San Andrés Cholula","De San Andrés","DESANANDRES","DES","DESANANDRES","PU.SA"
"1251","Puebla","San Andrés Cholula","Cortijo San Andrés","CORTIJOSANANDRES","COR","CORTIJOSANANDRES","PU.SA"
"1252","Puebla","San Andrés Cholula","Rinconada de San Andrés","RINCONADADESANANDRES","RIN","RINCONADADESANANDRES","PU.SA"
"1253","Puebla","San Andrés Cholula","San Andrés","SANANDRES","SAN","ANDRES","PU.SA"
"1254","Puebla","San Andrés Cholula","Lázaro Cárdenas","LAZAROCARDENAS","LAZ","ZAROCARDENAS","PU.SA"
"1255","Puebla","San Andrés Cholula","Paseos de Cholula","PASEOSDECHOLULA","PAS","PASEOSDECHOLULA","PU.SA"
"1256","Puebla","San Andrés Cholula","San José","SANJOSE","SAN","JOSE","PU.SA"
"1257","Puebla","San Andrés Cholula","Santa Teresa","SANTATERESA","SAN","TERESA","PU.SA"
"1258","Puebla","San Andrés Cholula","Villas Lolita","VILLASLOLITA","VIL","VILLASLOLITA","PU.SA"
"1259","Puebla","San Andrés Cholula","Las Cumbres","LASCUMBRES","LAS","SCUMBRES","PU.SA"
"1260","Puebla","San Andrés Cholula","La Virgen","LAVIRGEN","LAV","VIRGEN","PU.SA"
"1261","Puebla","San Andrés Cholula","Bertha","BERTHA","BER","BERTHA","PU.SA"
"1262","Puebla","San Andrés Cholula","San Miguel","SANMIGUEL","SAN","MIGUEL","PU.SA"
"1263","Puebla","San Andrés Cholula","Lumaha","LUMAHA","LUM","LUMAHA","PU.SA"
"1264","Puebla","San Andrés Cholula","Santo Niño","SANTONINO","SAN","NINO","PU.SA"
"1265","Puebla","San Andrés Cholula","De la Santísima","DELASANTISIMA","DEL","DELASANTISIMA","PU.SA"
"1266","Puebla","San Andrés Cholula","La Alfonsina","LAALFONSINA","LAA","ALFONSINA","PU.SA"
"1267","Puebla","San Andrés Cholula","San Andrés Cholula","SANANDRESCHOLULA","SAN","ANDRESCHOLULA","PU.SA"
"1268","Puebla","San Andrés Cholula","Las Américas","LASAMERICAS","LAS","SAMERICAS","PU.SA"
"1269","Puebla","San Andrés Cholula","Futura","FUTURA","FUT","FUTURA","PU.SA"
"1270","Puebla","San Andrés Cholula","Aztlán","AZTLAN","AZT","AZTLAN","PU.SA"
"1271","Puebla","San Andrés Cholula","Centro","CENTRO","CEN","CENTRO","PU.SA"
"1272","Puebla","San Andrés Cholula","Santa Catarina","SANTACATARINA","SAN","CATARINA","PU.SA"
"1274","Puebla","San Andrés Cholula","Santiago Xicohtenco","SANTIAGOXICOHTENCO","SAN","TIAGOXICOHTENCO","PU.SA"
"1275","Puebla","San Andrés Cholula","Villa Roma","VILLAROMA","VIL","VILLAROMA","PU.SA"
"1276","Puebla","San Andrés Cholula","Santa María","SANTAMARIA","SAN","MARIA","PU.SA"
"1277","Puebla","San Andrés Cholula","Zona de Profesores","ZONADEPROFESORES","ZON","ZONADEPROFESORES","PU.SA"
"1278","Puebla","San Andrés Cholula","El Puente","ELPUENTE","ELP","PUENTE","PU.SA"
"1279","Puebla","San Andrés Cholula","San Juan Aquiahuac","SANJUANAQUIAHUAC","SAN","JUANAQUIAHUAC","PU.SA"
"1280","Puebla","San Andrés Cholula","La Aureola","LAAUREOLA","LAA","AUREOLA","PU.SA"
"1282","Puebla","San Andrés Cholula","La Escondida","LAESCONDIDA","LAE","ESCONDIDA","PU.SA"
"1283","Puebla","San Andrés Cholula","Real de San Pedro","REALDESANPEDRO","REA","REALDESANPEDRO","PU.SA"
"1284","Puebla","San Andrés Cholula","Morillotla","MORILLOTLA","MOR","MORILLOTLA","PU.SA"
"1285","Puebla","San Andrés Cholula","Quintas de Morillotla","QUINTASDEMORILLOTLA","QUI","QUINTASDEMORILLOTLA","PU.SA"
"1287","Puebla","San Andrés Cholula","Rincón de Atzala","RINCONDEATZALA","RIN","RINCONDEATZALA","PU.SA"
"1288","Puebla","San Andrés Cholula","Los Encinos","LOSENCINOS","LOS","LOSENCINOS","PU.SA"
"1289","Puebla","San Andrés Cholula","Campestre Morillotla","CAMPESTREMORILLOTLA","CAM","CAMPESTREMORILLOTLA","PU.SA"
"1290","Puebla","San Andrés Cholula","Atzala","ATZALA","ATZ","ATZALA","PU.SA"
"1291","Puebla","San Andrés Cholula","Bosques de Morillotla","BOSQUESDEMORILLOTLA","BOS","BOSQUESDEMORILLOTLA","PU.SA"
"1292","Puebla","San Andrés Cholula","Ex-Hacienda de Santa Teresa","EXHACIENDADESANTATERESA","EXH","EXHACIENDADESANTATERESA","PU.SA"
"1293","Puebla","San Andrés Cholula","Los Arrayanes","LOSARRAYANES","LOS","LOSARRAYANES","PU.SA"
"1294","Puebla","San Andrés Cholula","La Rivera","LARIVERA","LAR","RIVERA","PU.SA"
"1295","Puebla","San Andrés Cholula","Los Volcanes","LOSVOLCANES","LOS","LOSVOLCANES","PU.SA"
"1296","Puebla","San Andrés Cholula","Residencial Rinconada de Morillotla","RESIDENCIALRINCONADADEMORILLOTLA","RES","RESIDENCIALRINCONADADEMORILLOTLA","PU.SA"
"1297","Puebla","San Andrés Cholula","El Barreal","ELBARREAL","ELB","BARREAL","PU.SA"
"1298","Puebla","San Andrés Cholula","Joyas Arqueológicas","JOYASARQUEOLOGICAS","JOY","JOYASARQUEOLOGICAS","PU.SA"
"1300","Puebla","San Andrés Cholula","Jardines de los Cipreses","JARDINESDELOSCIPRESES","JAR","JARDINESDELOSCIPRESES","PU.SA"
"1301","Puebla","San Andrés Cholula","Santa Emma","SANTAEMMA","SAN","EMMA","PU.SA"
"1302","Puebla","San Andrés Cholula","Quetzalli","QUETZALLI","QUE","QUETZALLI","PU.SA"
"1303","Puebla","San Andrés Cholula","Residencial Barrio Real","RESIDENCIALBARRIOREAL","RES","RESIDENCIALBARRIOREAL","PU.SA"
"1304","Puebla","San Andrés Cholula","Rincón de las Américas","RINCONDELASAMERICAS","RIN","RINCONDELASAMERICAS","PU.SA"
"1305","Puebla","San Andrés Cholula","Almanares Cholollan","ALMANARESCHOLOLLAN","ALM","ALMANARESCHOLOLLAN","PU.SA"
"1306","Puebla","San Andrés Cholula","San Andresito","SANANDRESITO","SAN","ANDRESITO","PU.SA"
"1307","Puebla","San Andrés Cholula","Santa María Cuaco","SANTAMARIACUACO","SAN","MARIACUACO","PU.SA"
"1308","Puebla","San Andrés Cholula","San Pedro Colomoxco","SANPEDROCOLOMOXCO","SAN","PEDROCOLOMOXCO","PU.SA"
"1309","Puebla","San Andrés Cholula","Los Potrillos","LOSPOTRILLOS","LOS","LOSPOTRILLOS","PU.SA"
"1310","Puebla","San Andrés Cholula","Guadalupana o Finca San Andrés","GUADALUPANAOFINCASANANDRES","GUA","GUADALUPANAOFINCASANANDRES","PU.SA"
"1312","Puebla","San Andrés Cholula","Maple","MAPLE","MAP","MAPLE","PU.SA"
"1313","Puebla","San Andrés Cholula","El Arenal","ELARENAL","ELA","ARENAL","PU.SA"
"1314","Puebla","San Andrés Cholula","La Magdalena","LAMAGDALENA","LAM","MAGDALENA","PU.SA"
"1315","Puebla","San Andrés Cholula","Actipac","ACTIPAC","ACT","ACTIPAC","PU.SA"
"1316","Puebla","San Andrés Cholula","Universidad de las Américas","UNIVERSIDADDELASAMERICAS","UNI","UNIVERSIDADDELASAMERICAS","PU.SA"
"1317","Puebla","San Andrés Cholula","Xinacatla","XINACATLA","XIN","XINACATLA","PU.SA"
"1318","Puebla","San Andrés Cholula","Reserva Territorial Atlixcayotl","RESERVATERRITORIALATLIXCAYOTL","RES","RESERVATERRITORIALATLIXCAYOTL","PU.SA"
"1319","Puebla","San Andrés Cholula","San Bernardino Tlaxcalancingo","SANBERNARDINOTLAXCALANCINGO","SAN","BERNARDINOTLAXCALANCINGO","PU.SA"
"1321","Puebla","San Andrés Cholula","San Bernardino la Trinidad","SANBERNARDINOLATRINIDAD","SAN","BERNARDINOLATRINIDAD","PU.SA"
"1322","Puebla","San Andrés Cholula","Ciudad Judicial","CIUDADJUDICIAL","CIU","CIUDADJUDICIAL","PU.SA"
"1323","Puebla","San Andrés Cholula","Rincón de Atlixcayotl","RINCONDEATLIXCAYOTL","RIN","RINCONDEATLIXCAYOTL","PU.SA"
"1324","Puebla","San Andrés Cholula","Cuayantla","CUAYANTLA","CUA","CUAYANTLA","PU.SA"
"1325","Puebla","San Andrés Cholula","Los Caballos","LOSCABALLOS","LOS","LOSCABALLOS","PU.SA"
"1326","Puebla","San Andrés Cholula","Los Cedros","LOSCEDROS","LOS","LOSCEDROS","PU.SA"
"1327","Puebla","San Andrés Cholula","Coyotepec","COYOTEPEC","COY","COYOTEPEC","PU.SA"
"1328","Puebla","San Andrés Cholula","Tepecuitlalpa","TEPECUITLALPA","TEP","TEPECUITLALPA","PU.SA"
"1329","Puebla","San Andrés Cholula","Jardines de San Carlos","JARDINESDESANCARLOS","JAR","JARDINESDESANCARLOS","PU.SA"
"1330","Puebla","San Andrés Cholula","Rivera del Garda","RIVERADELGARDA","RIV","RIVERADELGARDA","PU.SA"
"1331","Puebla","San Andrés Cholula","Las Galvias Residencial","LASGALVIASRESIDENCIAL","LAS","SGALVIASRESIDENCIAL","PU.SA"
"1332","Puebla","San Andrés Cholula","Emiliano Zapata","EMILIANOZAPATA","EMI","EMILIANOZAPATA","PU.SA"
"1333","Puebla","San Andrés Cholula","Villas de San Antonio","VILLASDESANANTONIO","VIL","VILLASDESANANTONIO","PU.SA"
"1334","Puebla","San Andrés Cholula","Vistas del Ángel","VISTASDELANGEL","VIS","VISTASDELANGEL","PU.SA"
"1335","Puebla","San Andrés Cholula","Villas de Morillotla","VILLASDEMORILLOTLA","VIL","VILLASDEMORILLOTLA","PU.SA"
"1336","Puebla","San Andrés Cholula","Universidad del Valle de México","UNIVERSIDADDELVALLEDEMEXICO","UNI","UNIVERSIDADDELVALLEDEMEXICO","PU.SA"
