"","Estado","Municipio","Colonia","ids"
"422","Puebla","Puebla","Plazas Amalucan","PU.PU.PA"
"423","Puebla","Puebla","Bosques del Pilar","PU.PU.BP"
"424","Puebla","Puebla","INFONAVIT Bosques San Sebastían","PU.PU.IS"
"425","Puebla","Puebla","Bosques de Amalucan","PU.PU.BA"
"426","Puebla","Puebla","San Baltazar la Resurrección","PU.PU.SR"
"427","Puebla","Puebla","Militar Plaza Amalucan II","PU.PU.MI"
"428","Puebla","Puebla","Real del Bosque","PU.PU.RB"
"429","Puebla","Puebla","Del Valle","PU.PU.DV"
"430","Puebla","Puebla","Bosques de Amalucan 1ra Sección","PU.PU.BS"
"431","Puebla","Puebla","Hacienda los Capulines II","PU.PU.HI"
"432","Puebla","Puebla","Santa Margarita","PU.PU.SM"
"433","Puebla","Puebla","Bosques de Amalucan 2da Sección","PU.PU.BS"
"434","Puebla","Puebla","San Antonio Abad","PU.PU.SA"
"435","Puebla","Puebla","Álamos Vista Hermosa","PU.PU.ÁH"
"436","Puebla","Puebla","Ciudad Satélite","PU.PU.CS"
"437","Puebla","Puebla","Chapultepec","PU.PU.CC"
"438","Puebla","Puebla","Los Álamos","PU.PU.LÁ"
"439","Puebla","Puebla","Unidad Satélite Magisterial","PU.PU.UM"
"440","Puebla","Puebla","El Porvenir","PU.PU.EP"
"441","Puebla","Puebla","Cristóbal Colón","PU.PU.CC"
"442","Puebla","Puebla","América Norte","PU.PU.AN"
"443","Puebla","Puebla","Gregorio Ramos","PU.PU.GR"
"444","Puebla","Puebla","América Sur","PU.PU.AS"
"445","Puebla","Puebla","El Cristo","PU.PU.EC"
"446","Puebla","Puebla","San Luis Gonzaga","PU.PU.SG"
"447","Puebla","Puebla","Campo Militar 25","PU.PU.C2"
"448","Puebla","Puebla","Unidad y Progreso","PU.PU.UP"
"449","Puebla","Puebla","Rosales 1a. Sección","PU.PU.RS"
"450","Puebla","Puebla","Pedregal","PU.PU.PP"
"451","Puebla","Puebla","Lomas de Chapultepec","PU.PU.LC"
"452","Puebla","Puebla","Unidad San Ángel (San Salvador Ch.)","PU.PU.UC"
"453","Puebla","Puebla","Rosales 2a. Sección","PU.PU.RS"
"454","Puebla","Puebla","Puente Bravo","PU.PU.PB"
"455","Puebla","Puebla","Villa de Reyes","PU.PU.VR"
"456","Puebla","Puebla","Hermosa Provincia","PU.PU.HP"
"457","Puebla","Puebla","Gonzalo Bautista O´Farril","PU.PU.GO"
"458","Puebla","Puebla","Los Álamos Toltepec","PU.PU.LT"
"459","Puebla","Puebla","Huixcolotera","PU.PU.HH"
"460","Puebla","Puebla","La Palma","PU.PU.LP"
"461","Puebla","Puebla","Paraíso","PU.PU.PP"
"462","Puebla","Puebla","Veracruz","PU.PU.VV"
"463","Puebla","Puebla","Lomas Flor del Bosque","PU.PU.LB"
"464","Puebla","Puebla","San Juan Flor del Bosque","PU.PU.SB"
"465","Puebla","Puebla","Amaluquilla","PU.PU.AA"
"466","Puebla","Puebla","Cuauhyocan","PU.PU.CC"
"467","Puebla","Puebla","El Salvador","PU.PU.ES"
"468","Puebla","Puebla","Historiadores","PU.PU.HH"
"469","Puebla","Puebla","Humboldt Sur","PU.PU.HS"
"470","Puebla","Puebla","Miguel Negrete","PU.PU.MN"
"471","Puebla","Puebla","Humboldt Norte","PU.PU.HN"
"472","Puebla","Puebla","Agrícola Resurgimiento","PU.PU.AR"
"473","Puebla","Puebla","Miguel Alemán","PU.PU.MA"
"474","Puebla","Puebla","La Gloria","PU.PU.LG"
"475","Puebla","Puebla","Resurgimiento CD. Norte","PU.PU.RN"
"476","Puebla","Puebla","Acocota","PU.PU.AA"
"477","Puebla","Puebla","Barrio de la Luz","PU.PU.BL"
"478","Puebla","Puebla","Los Remedios","PU.PU.LR"
"479","Puebla","Puebla","Vicente Suárez","PU.PU.VS"
"480","Puebla","Puebla","Ignacio Zaragoza","PU.PU.IZ"
"481","Puebla","Puebla","Santa Bárbara Norte","PU.PU.SN"
"482","Puebla","Puebla","Santa Bárbara Sur","PU.PU.SS"
"483","Puebla","Puebla","El Chamizal","PU.PU.EC"
"484","Puebla","Puebla","Dos de Abril","PU.PU.DA"
"485","Puebla","Puebla","El Encinar 1ra. Sección","PU.PU.ES"
"486","Puebla","Puebla","El Encinar 2a. Sección","PU.PU.ES"
"487","Puebla","Puebla","Francisco Javier Clavijero","PU.PU.FC"
"488","Puebla","Puebla","Villa Magna","PU.PU.VM"
"489","Puebla","Puebla","Oasis","PU.PU.OO"
"490","Puebla","Puebla","Las Ánimas Centro Comercial","PU.PU.LC"
"491","Puebla","Puebla","Rincón de las Animas","PU.PU.RA"
"492","Puebla","Puebla","Plaza Express","PU.PU.PE"
"493","Puebla","Puebla","El Vergel","PU.PU.EV"
"494","Puebla","Puebla","Esmeralda","PU.PU.EE"
"495","Puebla","Puebla","Las Ánimas","PU.PU.LÁ"
"496","Puebla","Puebla","O´Farril","PU.PU.OO"
"497","Puebla","Puebla","Santa Cruz los Angeles","PU.PU.SA"
"498","Puebla","Puebla","Amanecer","PU.PU.AA"
"499","Puebla","Puebla","Villa Génesis","PU.PU.VG"
"500","Puebla","Puebla","Villa Erika","PU.PU.VE"
"501","Puebla","Puebla","Barrio de Santiago","PU.PU.BS"
"502","Puebla","Puebla","San Miguel Las Pajaritas","PU.PU.SP"
"503","Puebla","Puebla","Residencial la Encomienda de la Noria","PU.PU.RN"
"504","Puebla","Puebla","Los Volcanes","PU.PU.LV"
"505","Puebla","Puebla","El Águila","PU.PU.EÁ"
"506","Puebla","Puebla","Torre Las Ánimas","PU.PU.TÁ"
"507","Puebla","Puebla","La Noria","PU.PU.LN"
"508","Puebla","Puebla","Gustavo Díaz Ordaz","PU.PU.GO"
"509","Puebla","Puebla","Benito Juárez","PU.PU.BJ"
"510","Puebla","Puebla","Granjas Atoyac","PU.PU.GA"
"511","Puebla","Puebla","Nueva del Carmen","PU.PU.NC"
"512","Puebla","Puebla","INFONAVIT 12 de Mayo de 1918","PU.PU.I1"
"513","Puebla","Puebla","Rivera de Santiago","PU.PU.RS"
"514","Puebla","Puebla","Chula Vista","PU.PU.CV"
"515","Puebla","Puebla","Insurgentes Chulavista","PU.PU.IC"
"516","Puebla","Puebla","Gabriel Pastor 1a Sección","PU.PU.GS"
"517","Puebla","Puebla","El Ingeniero","PU.PU.EI"
"518","Puebla","Puebla","Héroe de Nacozari","PU.PU.HN"
"519","Puebla","Puebla","Alpha 2","PU.PU.A2"
"520","Puebla","Puebla","Gabriel Pastor 2a Sección","PU.PU.GS"
"521","Puebla","Puebla","Prados Agua Azul","PU.PU.PA"
"522","Puebla","Puebla","Reforma Agua Azul","PU.PU.RA"
"523","Puebla","Puebla","Rivera del Atoyac","PU.PU.RA"
"524","Puebla","Puebla","Villa Florencia","PU.PU.VF"
"525","Puebla","Puebla","Agua Azul (Balneario)","PU.PU.A("
"526","Puebla","Puebla","El Cerrito","PU.PU.EC"
"527","Puebla","Puebla","Plaza Crystal","PU.PU.PC"
"528","Puebla","Puebla","Girasol","PU.PU.GG"
"529","Puebla","Puebla","Plaza América","PU.PU.PA"
"530","Puebla","Puebla","La Teja","PU.PU.LT"
"531","Puebla","Puebla","Los Angeles Mayorazgo","PU.PU.LM"
"532","Puebla","Puebla","Boulevares","PU.PU.BB"
"533","Puebla","Puebla","Villa Encantada","PU.PU.VE"
"534","Puebla","Puebla","El Progreso","PU.PU.EP"
"535","Puebla","Puebla","Concepción Guadalupe","PU.PU.CG"
"536","Puebla","Puebla","El Patrimonio","PU.PU.EP"
"537","Puebla","Puebla","Leobardo Coca C.","PU.PU.LC"
"538","Puebla","Puebla","El Paraíso","PU.PU.EP"
"539","Puebla","Puebla","Villas Everest","PU.PU.VE"
"540","Puebla","Puebla","San José Mayorazgo","PU.PU.SM"
"541","Puebla","Puebla","Vicente Ferrer","PU.PU.VF"
"542","Puebla","Puebla","Lomas Club de Golf","PU.PU.LG"
"543","Puebla","Puebla","Kepler","PU.PU.KK"
"544","Puebla","Puebla","Bosques de Angelopolis","PU.PU.BA"
"545","Puebla","Puebla","Mayorazgo","PU.PU.MM"
"546","Puebla","Puebla","Fuentes de Angelopolis","PU.PU.FA"
"547","Puebla","Puebla","Cortijo Angelopolis","PU.PU.CA"
"548","Puebla","Puebla","Puerta Paraíso","PU.PU.PP"
"549","Puebla","Puebla","Centro Comercial Palmas PLaza","PU.PU.CP"
"550","Puebla","Puebla","Torres de Plata","PU.PU.TP"
"551","Puebla","Puebla","Palmas","PU.PU.PP"
"552","Puebla","Puebla","El Mayorazgo","PU.PU.EM"
"553","Puebla","Puebla","Molino de Enmedio","PU.PU.ME"
"554","Puebla","Puebla","Everest","PU.PU.EE"
"555","Puebla","Puebla","Azul","PU.PU.AA"
"556","Puebla","Puebla","Bosques de Atoyac","PU.PU.BA"
"557","Puebla","Puebla","FOVISSSTE San Roque","PU.PU.FR"
"558","Puebla","Puebla","Club de Golf","PU.PU.CG"
"559","Puebla","Puebla","Rincón Arboledas","PU.PU.RA"
"560","Puebla","Puebla","Club de Golf Puebla","PU.PU.CP"
"561","Puebla","Puebla","Centro Comercial Puebla","PU.PU.CP"
"562","Puebla","Puebla","Vanguardia Magisterial","PU.PU.VM"
"563","Puebla","Puebla","Mateo Sección San José Maravillas","PU.PU.MM"
"564","Puebla","Puebla","UEMAC","PU.PU.UU"
"565","Puebla","Puebla","Ex-Rancho Vaquerías","PU.PU.EV"
"566","Puebla","Puebla","El Encanto","PU.PU.EE"
"567","Puebla","Puebla","Ex-Rancho Vaquerías","PU.PU.EV"
"568","Puebla","Puebla","INFONAVIT Mateo de Regil Rodríguez","PU.PU.IR"
"569","Puebla","Puebla","Rincón de los Cipreses I","PU.PU.RI"
"570","Puebla","Puebla","Geovillas la Vista","PU.PU.GV"
"571","Puebla","Puebla","El Saucedal","PU.PU.ES"
"572","Puebla","Puebla","Campestre Mayorazgo","PU.PU.CM"
"573","Puebla","Puebla","Rinconada las Torres","PU.PU.RT"
"574","Puebla","Puebla","Granjas del Sur","PU.PU.GS"
"575","Puebla","Puebla","Vicente Guerrero","PU.PU.VG"
"576","Puebla","Puebla","INFONAVIT San Bartolo","PU.PU.IB"
"577","Puebla","Puebla","San Jorge","PU.PU.SJ"
"578","Puebla","Puebla","Puebla Textil","PU.PU.PT"
"579","Puebla","Puebla","Tecali","PU.PU.TT"
"580","Puebla","Puebla","Popular Emiliano Zapata","PU.PU.PZ"
"581","Puebla","Puebla","Vista Hermosa Cd.Sur","PU.PU.VC"
"582","Puebla","Puebla","Eleganza","PU.PU.EE"
"583","Puebla","Puebla","INFONAVIT El Carmen (Gastronómicos)","PU.PU.I("
"584","Puebla","Puebla","INFONAVIT Xaxalpa","PU.PU.IX"
"585","Puebla","Puebla","Villas América","PU.PU.VA"
"586","Puebla","Puebla","Lomas del Sur","PU.PU.LS"
"587","Puebla","Puebla","Emperador","PU.PU.EE"
"588","Puebla","Puebla","Granjas Bugambilias","PU.PU.GB"
"589","Puebla","Puebla","Villas del Carmen","PU.PU.VC"
"590","Puebla","Puebla","Popular Coatepec","PU.PU.PC"
"591","Puebla","Puebla","Gerona","PU.PU.GG"
"592","Puebla","Puebla","Popular Castillotla","PU.PU.PC"
"593","Puebla","Puebla","Damisal","PU.PU.DD"
"594","Puebla","Puebla","El Fresno II","PU.PU.EI"
"595","Puebla","Puebla","Rancho Chapulco","PU.PU.RC"
"596","Puebla","Puebla","INFONAVIT Loma Bella","PU.PU.IB"
"597","Puebla","Puebla","Loma Encantada","PU.PU.LE"
"598","Puebla","Puebla","Villa del Sur","PU.PU.VS"
"599","Puebla","Puebla","El Fresno I","PU.PU.EI"
"600","Puebla","Puebla","Las Torres","PU.PU.LT"
"601","Puebla","Puebla","16 de Septiembre Sur","PU.PU.1S"
"602","Puebla","Puebla","Jardines de Bugambilias","PU.PU.JB"
"603","Puebla","Puebla","Jardín","PU.PU.JJ"
"604","Puebla","Puebla","Arboledas de Loma Bella","PU.PU.AB"
"605","Puebla","Puebla","Loma Linda","PU.PU.LL"
"606","Puebla","Puebla","Unidad Alta Vista","PU.PU.UV"
"607","Puebla","Puebla","San Francisco Mayorazgo","PU.PU.SM"
"608","Puebla","Puebla","Villas Monarcas","PU.PU.VM"
"609","Puebla","Puebla","Las Carmelitas","PU.PU.LC"
"610","Puebla","Puebla","Misión del Mayorazgo","PU.PU.MM"
"611","Puebla","Puebla","Villas de San Francisco Mayorazgo","PU.PU.VM"
"612","Puebla","Puebla","Ex-Hacienda Mayorazgo","PU.PU.EM"
"613","Puebla","Puebla","INFONAVIT la Victoria","PU.PU.IV"
"614","Puebla","Puebla","Rinconada los Arcos 1","PU.PU.R1"
"615","Puebla","Puebla","Tres Cerritos","PU.PU.TC"
"616","Puebla","Puebla","Galaxia la Laguna","PU.PU.GL"
"617","Puebla","Puebla","Eclipse","PU.PU.EE"
"618","Puebla","Puebla","San José los Pinos","PU.PU.SP"
"619","Puebla","Puebla","San Juan Bosco","PU.PU.SB"
"620","Puebla","Puebla","Rinconada Los Arcos 2","PU.PU.R2"
"621","Puebla","Puebla","Granjas Mayorazgo","PU.PU.GM"
"622","Puebla","Puebla","INFONAVIT la Carmelita","PU.PU.IC"
"623","Puebla","Puebla","INFONAVIT San Miguel Mayorazgo","PU.PU.IM"
"624","Puebla","Puebla","Cipreses de Mayorazgo","PU.PU.CM"
"625","Puebla","Puebla","San José la Laguna","PU.PU.SL"
"626","Puebla","Puebla","Los Cantaros","PU.PU.LC"
"627","Puebla","Puebla","Geovillas las Garzas","PU.PU.GG"
"628","Puebla","Puebla","Las Mercedes II","PU.PU.LI"
"629","Puebla","Puebla","Tres Cerritos","PU.PU.TC"
"630","Puebla","Puebla","Habitad para la Humanidad de México","PU.PU.HM"
"631","Puebla","Puebla","Paseos del Río","PU.PU.PR"
"632","Puebla","Puebla","Guadalupe Hidalgo","PU.PU.GH"
"633","Puebla","Puebla","Nuevo Plan de Ayala","PU.PU.NA"
"634","Puebla","Puebla","El Triunfo","PU.PU.ET"
"635","Puebla","Puebla","2a. Ampliación Unión Antorchista","PU.PU.2A"
"636","Puebla","Puebla","S.U.T.E.R.M.","PU.PU.SS"
"637","Puebla","Puebla","Luis Donaldo Colosio","PU.PU.LC"
"638","Puebla","Puebla","Luna","PU.PU.LL"
"639","Puebla","Puebla","Antigua Hacienda","PU.PU.AH"
"640","Puebla","Puebla","Villas Diamante II","PU.PU.VI"
"641","Puebla","Puebla","Rincón de los Cipreses","PU.PU.RC"
"642","Puebla","Puebla","Unidad Antorchista","PU.PU.UA"
"643","Puebla","Puebla","Geovillas del Sur","PU.PU.GS"
"644","Puebla","Puebla","Joyas del Sur","PU.PU.JS"
"645","Puebla","Puebla","Los Limones","PU.PU.LL"
"646","Puebla","Puebla","Villas San Antonio IV","PU.PU.VI"
"647","Puebla","Puebla","Villas del Sol","PU.PU.VS"
"648","Puebla","Puebla","Lomas de Castillotla","PU.PU.LC"
"649","Puebla","Puebla","Cabañas de Santa María","PU.PU.CM"
"650","Puebla","Puebla","San Ramón 1a Sección","PU.PU.SS"
"651","Puebla","Puebla","San Ramón 2a Sección","PU.PU.SS"
"652","Puebla","Puebla","Villas Perisur","PU.PU.VP"
"653","Puebla","Puebla","Lomas de San Valentín","PU.PU.LV"
"654","Puebla","Puebla","Ampliación Unión Antorchista","PU.PU.AA"
"655","Puebla","Puebla","Hacienda del Sur","PU.PU.HS"
"656","Puebla","Puebla","Magisterial Periferico Sur","PU.PU.MS"
"657","Puebla","Puebla","INFONAVIT Agua Santa","PU.PU.IS"
"658","Puebla","Puebla","Hacienda el Cobre","PU.PU.HC"
"659","Puebla","Puebla","Hacienda del Sur II","PU.PU.HI"
"660","Puebla","Puebla","Regina","PU.PU.RR"
"661","Puebla","Puebla","INFONAVIT Fuentes de San Bartolo","PU.PU.IB"
"662","Puebla","Puebla","Lomas del Sol","PU.PU.LS"
"663","Puebla","Puebla","Marbella","PU.PU.MM"
"664","Puebla","Puebla","Hacienda el Cobre 3a. Sección","PU.PU.HS"
"665","Puebla","Puebla","Granjas Puebla","PU.PU.GP"
"666","Puebla","Puebla","San Ramón 3a Sección","PU.PU.SS"
"667","Puebla","Puebla","San Ramón 4a Sección","PU.PU.SS"
"668","Puebla","Puebla","Felipe Carrillo Puerto","PU.PU.FP"
"669","Puebla","Puebla","Nueva Democracia","PU.PU.ND"
"670","Puebla","Puebla","La Giralda","PU.PU.LG"
"671","Puebla","Puebla","Lomas de Atoyac","PU.PU.LA"
"672","Puebla","Puebla","Lomas del Sol 2","PU.PU.L2"
"673","Puebla","Puebla","Los Cerezos","PU.PU.LC"
"674","Puebla","Puebla","La Chispa","PU.PU.LC"
"675","Puebla","Puebla","Villas el Ensueño","PU.PU.VE"
"676","Puebla","Puebla","Las Mercedes","PU.PU.LM"
"677","Puebla","Puebla","INFONAVIT San Miguel Mayorazgo 1a Sección","PU.PU.IS"
"678","Puebla","Puebla","Hacienda San José II","PU.PU.HI"
"679","Puebla","Puebla","San José Chapulco","PU.PU.SC"
"680","Puebla","Puebla","3ra Ampliación Guadalupe Hidalgo","PU.PU.3H"
"681","Puebla","Puebla","Concepción Sur","PU.PU.CS"
"682","Puebla","Puebla","Hacienda el Cobre 2a. Sección","PU.PU.HS"
"683","Puebla","Puebla","Ex-Hacienda Chapulco","PU.PU.EC"
"684","Puebla","Puebla","Hacienda San José 3a. Sección","PU.PU.HS"
"685","Puebla","Puebla","Chapulco","PU.PU.CC"
"686","Puebla","Puebla","Victor Puebla","PU.PU.VP"
"687","Puebla","Puebla","Pedregal de Guadalupe Hidalgo","PU.PU.PH"
"688","Puebla","Puebla","Los Héroes de Puebla II","PU.PU.LI"
"689","Puebla","Puebla","San Alfonso","PU.PU.SA"
"690","Puebla","Puebla","La Playa","PU.PU.LP"
"691","Puebla","Puebla","Flores del Pedregal","PU.PU.FP"
"692","Puebla","Puebla","Geovillas del Sur","PU.PU.GS"
"693","Puebla","Puebla","Jardines del Sur","PU.PU.JS"
"694","Puebla","Puebla","Loma Bonita Sur","PU.PU.LS"
"695","Puebla","Puebla","Hacienda las Fuentes","PU.PU.HF"
"696","Puebla","Puebla","Villas del Pedregal","PU.PU.VP"
"697","Puebla","Puebla","San Juan Bautista","PU.PU.SB"
"698","Puebla","Puebla","Minerales de Guadalupe Sur","PU.PU.MS"
"699","Puebla","Puebla","San Pedro de las Flores","PU.PU.SF"
"700","Puebla","Puebla","El Refugio H Viva 2000","PU.PU.E2"
"701","Puebla","Puebla","Paseo de la Arboleda","PU.PU.PA"
"702","Puebla","Puebla","Ampliación Playas del Sur","PU.PU.AS"
"703","Puebla","Puebla","Villas Leonor","PU.PU.VL"
"704","Puebla","Puebla","Villa Albertina","PU.PU.VA"
"705","Puebla","Puebla","Villas del Refugio","PU.PU.VR"
"706","Puebla","Puebla","Colibrí","PU.PU.CC"
"707","Puebla","Puebla","La Antorchista","PU.PU.LA"
"708","Puebla","Puebla","Jardines de Santa Rosa","PU.PU.JR"
"709","Puebla","Puebla","Elsa Cordova","PU.PU.EC"
"710","Puebla","Puebla","El Refugio","PU.PU.ER"
"711","Puebla","Puebla","Hacienda las Fuentes 2a. Sección","PU.PU.HS"
"712","Puebla","Puebla","Lomas de San Ramón","PU.PU.LR"
"713","Puebla","Puebla","Ampliación Balcones del sur","PU.PU.AS"
"714","Puebla","Puebla","Resurgimiento Atotonilco","PU.PU.RA"
"715","Puebla","Puebla","Paseos de la  Arboleda II","PU.PU.PI"
"716","Puebla","Puebla","Paseos del Lago","PU.PU.PL"
"717","Puebla","Puebla","San Cristóbal","PU.PU.SC"
"718","Puebla","Puebla","San Isidro Castillotla","PU.PU.SC"
"719","Puebla","Puebla","Santa Catarina Coatepec","PU.PU.SC"
"720","Puebla","Puebla","Nueva Jerusalén","PU.PU.NJ"
"721","Puebla","Puebla","La Carmelita","PU.PU.LC"
"722","Puebla","Puebla","San Agustín","PU.PU.SA"
"723","Puebla","Puebla","Jardines de San Ramón","PU.PU.JR"
"724","Puebla","Puebla","Paseos de Castillotla","PU.PU.PC"
"725","Puebla","Puebla","Oceanía","PU.PU.OO"
"726","Puebla","Puebla","Jardines de San Ramon","PU.PU.JR"
"727","Puebla","Puebla","El Castillo","PU.PU.EC"
"728","Puebla","Puebla","San Isidro Castillotla","PU.PU.SC"
"729","Puebla","Puebla","Los Pinos","PU.PU.LP"
"730","Puebla","Puebla","Prados del Sur","PU.PU.PS"
"731","Puebla","Puebla","Jardines de Juan Bosco","PU.PU.JB"
"732","Puebla","Puebla","Ampliación Jardines de Juan Bosco","PU.PU.AB"
"733","Puebla","Puebla","Hacienda Santa Clara","PU.PU.HC"
"734","Puebla","Puebla","Ampliación Valle del Paraíso","PU.PU.AP"
"735","Puebla","Puebla","Hacienda Santa Fe","PU.PU.HF"
"736","Puebla","Puebla","Jardines de Castillotla","PU.PU.JC"
"737","Puebla","Puebla","Villa del Tratado","PU.PU.VT"
"738","Puebla","Puebla","Flor del Sur","PU.PU.FS"
"739","Puebla","Puebla","Galaxia Castillotla","PU.PU.GC"
"740","Puebla","Puebla","San Isidro Castillotla Sección A","PU.PU.SA"
"741","Puebla","Puebla","Educadores","PU.PU.EE"
"742","Puebla","Puebla","Los Pinos II","PU.PU.LI"
"743","Puebla","Puebla","Hacienda de Castillotla","PU.PU.HC"
"744","Puebla","Puebla","Los Reyes","PU.PU.LR"
"745","Puebla","Puebla","Geovillas Castillotla","PU.PU.GC"
"746","Puebla","Puebla","Villas Reales","PU.PU.VR"
"747","Puebla","Puebla","Los Pinos I","PU.PU.LI"
"748","Puebla","Puebla","Jardines de Castillotla 5a. Sección","PU.PU.JS"
"749","Puebla","Puebla","INFONAVIT San Ramón","PU.PU.IR"
"750","Puebla","Puebla","Bosques de la Cañada","PU.PU.BC"
"751","Puebla","Puebla","Federación Cetemista","PU.PU.FC"
"752","Puebla","Puebla","Jardín de los Pinos","PU.PU.JP"
"753","Puebla","Puebla","San Bernabe Temoxtitla","PU.PU.ST"
"754","Puebla","Puebla","Valle del Paraíso","PU.PU.VP"
"755","Puebla","Puebla","Valle del Sur","PU.PU.VS"
"756","Puebla","Puebla","Hacienda San Diego","PU.PU.HD"
"757","Puebla","Puebla","Hacienda San Diego 2","PU.PU.H2"
"758","Puebla","Puebla","San Carlos Castillotla","PU.PU.SC"
"759","Puebla","Puebla","Santa Isabel Castillotla","PU.PU.SC"
"760","Puebla","Puebla","Jardines de Castillotla","PU.PU.JC"
"761","Puebla","Puebla","2 de Octubre","PU.PU.2O"
"762","Puebla","Puebla","Santa Lucia","PU.PU.SL"
"763","Puebla","Puebla","Fraternidad Antorchista","PU.PU.FA"
"764","Puebla","Puebla","S.N.T.E.","PU.PU.SS"
"765","Puebla","Puebla","Constitución Mexicana","PU.PU.CM"
"766","Puebla","Puebla","Ampliación Fraternidad Antorchista","PU.PU.AA"
"767","Puebla","Puebla","Santa Lucia","PU.PU.SL"
"768","Puebla","Puebla","Valle de Anáhuac","PU.PU.VA"
"769","Puebla","Puebla","Villa los Encinos","PU.PU.VE"
"770","Puebla","Puebla","Balcones del Sur","PU.PU.BS"
"771","Puebla","Puebla","Lares de San Alfonso","PU.PU.LA"
"772","Puebla","Puebla","Cabañas del Lago","PU.PU.CL"
"773","Puebla","Puebla","Valle de San Ignacio","PU.PU.VI"
"774","Puebla","Puebla","San Ángel","PU.PU.SÁ"
"775","Puebla","Puebla","Barrio de Analco","PU.PU.BA"
"776","Puebla","Puebla","Banco de Puebla","PU.PU.BP"
"777","Puebla","Puebla","Bella Vista","PU.PU.BV"
"778","Puebla","Puebla","Azcarate","PU.PU.AA"
"779","Puebla","Puebla","Bandini Sección","PU.PU.BS"
"780","Puebla","Puebla","Plaza Europa","PU.PU.PE"
"781","Puebla","Puebla","Álvaro Obregón","PU.PU.ÁO"
"782","Puebla","Puebla","José López Portillo (CD.Niños)","PU.PU.J("
"783","Puebla","Puebla","Seis de Enero","PU.PU.SE"
"784","Puebla","Puebla","Bosques la Calera","PU.PU.BC"
"785","Puebla","Puebla","La Joya","PU.PU.LJ"
"786","Puebla","Puebla","Rincones de la Calera","PU.PU.RC"
"787","Puebla","Puebla","Quintas del Bosque","PU.PU.QB"
"788","Puebla","Puebla","El Mirador (La Calera)","PU.PU.EC"
"789","Puebla","Puebla","La Calera","PU.PU.LC"
"790","Puebla","Puebla","Los Pinitos","PU.PU.LP"
"791","Puebla","Puebla","Villa Alegre","PU.PU.VA"
"792","Puebla","Puebla","Héroes de Puebla","PU.PU.HP"
"793","Puebla","Puebla","Jardines de la Joya","PU.PU.JJ"
"794","Puebla","Puebla","Lomas del Pedregal","PU.PU.LP"
"795","Puebla","Puebla","El Mirador","PU.PU.EM"
"796","Puebla","Puebla","La Tarjeta","PU.PU.LT"
"797","Puebla","Puebla","Plaza Dorada","PU.PU.PD"
"798","Puebla","Puebla","Ladrillera de Benitez","PU.PU.LB"
"799","Puebla","Puebla","El Carmen","PU.PU.EC"
"800","Puebla","Puebla","Anzures","PU.PU.AA"
"801","Puebla","Puebla","Puebla","PU.PU.PP"
"802","Puebla","Puebla","María Luisa","PU.PU.ML"
"803","Puebla","Puebla","El Ángel","PU.PU.EÁ"
"804","Puebla","Puebla","Antigua Francisco Villa","PU.PU.AV"
"805","Puebla","Puebla","Carmen Huexotitla","PU.PU.CH"
"806","Puebla","Puebla","Huexotitla","PU.PU.HH"
"807","Puebla","Puebla","Motolinia","PU.PU.MM"
"808","Puebla","Puebla","Santa Mónica","PU.PU.SM"
"809","Puebla","Puebla","Insurgentes Oriente","PU.PU.IO"
"810","Puebla","Puebla","El Esfuerzo Nacional","PU.PU.EN"
"811","Puebla","Puebla","San Ignacio","PU.PU.SI"
"812","Puebla","Puebla","INFONAVIT la Flor","PU.PU.IF"
"813","Puebla","Puebla","Alseseca","PU.PU.AA"
"814","Puebla","Puebla","San Baltazar Campeche","PU.PU.SC"
"815","Puebla","Puebla","Insurgentes Centro","PU.PU.IC"
"816","Puebla","Puebla","San Baltazar Lindavista","PU.PU.SL"
"817","Puebla","Puebla","FOVISSSTE Damisar (San Baltazar Campeche)","PU.PU.FC"
